reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
Uh 全部 都 喺 三藩市,Uh:: 全部都喺三藩市. ,E1-C4,Cantonese,HE,Heritage,ACHE2010,1,True
Uh 無,Uh:: ... 無.,E1-C1,Cantonese,HE,Heritage,ACHE2010,1,True
三四 個月,三四個月.,C2,Cantonese,HE,Heritage,ACHE2010,0,False
Uh Sund Sunday Sunday school um,Uh:: Sund -- Sunday.,E6,English,HE,Heritage,ACHE2010,2,True
Uh Sund Sunday Sunday school um 去 去 學 中文 囉,Sunday:: school:: um:: 去:: 去學中文囉.,E6-C5,Cantonese,HE,Heritage,ACHE2010,2,True
I don't think so No,I don't think so.,E5,English,HE,Heritage,ACHE2010,0,False
I don't think so No,No.,E5,English,HE,Heritage,ACHE2010,0,False
Uh 我 覺得 我 係 香港人,Uh:: 我覺得我係香港人?,E1-C5,Cantonese,HE,Heritage,ACHE2010,1,True
Like I think Hong Kong like American,"Like, I think Hong Kong:: like, American?",E7,English,HE,Heritage,ACHE2010,0,False
覺得 兩 個 都 一樣 咁 重要,覺得兩個都:: 一樣咁重要.,C7,Cantonese,HE,Heritage,ACHE2010,0,False
啊 因為 我 覺得 um 兩邊 呢 喺 喺 美國 同埋 喺 香港 住 呢 um affected me growing up,"啊:: 因為我覺得:: um:: 兩邊呢, 喺 -- 喺美國同埋喺香港住呢, um, affected me growing up?",C4-E1-C10-E5,Cantonese,HE,Heritage,ACHE2010,3,True
I feel like I had a good mixture of both,I feel like I had a good mixture of both?,E10,English,HE,Heritage,ACHE2010,0,False
所以 我 覺得 um 如果 我 唔 喺 香 如果 我 無 喺 香港 留 一段 時間 我 就 唔會 識講 咁多 中文 同埋 vice versa if I wasn't in America like I wouldn't have the exposure to like good education and like um a different lifestyle,"所以我覺得, um, 如果我唔喺香 -- 如果我:: 無喺香港留一段時間我就唔會, 識講咁多中文, 同埋 vice versa, if I wasn't in America like. I, wouldn't... have the exposure to like, good education, and like, um, a different lifestyle.",C3-E1-C20-E23,Equal,HE,Heritage,ACHE2010,3,True
Uh 嗰個 都 個 um variety,"Uh:: 嗰個都 -- 個 -- um, variety.",E1-C3-E2,Cantonese,HE,Heritage,ACHE2010,2,True
Uh 但係 我 個 我 諗 我 個 closest 朋友 都 係 um Asian American,Uh 但係我個 -- 我諗我個 closest 朋友都係:: um:: ... Asian American.,E1-C7-E1-C3-E3,Cantonese,HE,Heritage,ACHE2010,2,True
Um 通常 都 係 um 香 I I think Hong Kong or China,Um 通常都係 um:: 香 -- I... I think Hong Kong or:: China?,E1-C3-E1-C1-E7,English,HE,Heritage,ACHE2010,2,True
Um 喺 我 嗰度 嘅 neighborhood 好多 人 都 係 講 um 廣東話,"Um, 喺我嗰度嘅 neighborhood 好多人都係講:: um, 廣東話.",E1-C4-E1-C5-E1-C1,Cantonese,HE,Heritage,ACHE2010,2,True
Uh 住 喺 三藩市 住 喺 um Richmond 街,"Uh 住喺三藩市住喺:: um:: Richmond, XX 街.",E1-C5-E2-C1,Cantonese,HE,Heritage,ACHE2010,2,True
Uh 通常 都 係 鬼佬 Um 個人 都 係 講 英文 嘅,"Uh:: 通常都係鬼佬? Um, 個人都係講英文嘅.",E1-C4-E1-C6,Cantonese,HE,Heritage,ACHE2010,2,True
Um 我 諗 白人 多,"Um, 我諗:: 白人多.",E1-C4,Cantonese,HE,Heritage,ACHE2010,1,True
多過 少少 多過 Chinese 囉,多過少少多過:: Chinese 囉.,C3-E1-C1,Cantonese,HE,Heritage,ACHE2010,0,False
Or Asian,Or Asian.,E2,English,HE,Heritage,ACHE2010,0,False
Um 好 難講 啊 因為 我 咁 早 移民 咗 過嚟 但係 我 諗 係 um 即係 呢 before um 九七 like really like knowing like how Hong Kong was in British colony and like kind of like growing up with knowing British English,"Um:: 好難講啊因為我咁:: 早移民咗過嚟, 但係我諗係:: um:: 即係呢, before:: um:: 九七, like really like knowing:: like, how Hong Kong was in British colony, and like kind of like growing up with, knowing:: .. British, English?",E1-C14-E1-C2-E2-C1-E23,English,HE,Heritage,ACHE2010,4,True
Um 我 諗 因為 好多 人 喺 香港 呢 通常 係 講 廣東話 無 好 少 我 聽到 啲 人 講 國語 我 諗 係 真 喺 中 中國人 呢 佢哋 係 講 好多 國語,"Um:: ... 我諗因為好多:: 人喺香港呢, 通常係講廣東話, 無 -- 好少我聽到啲人講:: 國語, 我諗係真喺中 -- 中國人呢佢哋係講好多國語. ",E1-C34,Cantonese,HE,Heritage,ACHE2010,1,True
同埋 寫 簡 簡 Simplified,同埋寫簡 -- 簡 -- Simplified?,C4-E1,Cantonese,HE,Heritage,ACHE2010,0,False
Think it's 簡體字,Think it's 簡體字.,E2-C1,English,HE,Heritage,ACHE2010,0,False
我 諗 好似 um 我 有 好多 我 有 好多 朋友 都 係 個 樣 係 中國 但係 佢哋 係 算 美國人 因為 佢哋 唔 識 中文 唔 識 咁多 Chinese culture 除咗 個 um the very basic like Chinese New Year,"我諗好似:: um, 我有好多:: 朋友都係, 個樣係中國, 但係佢哋係算美國人因為佢哋唔識中文,  唔識咁多 Chinese culture, 除咗個, um, the very basic like, Chinese New Year?",C3-E1-C26-E2-C2-E8,Cantonese,HE,Heritage,ACHE2010,4,True
Not nece just uh like kind of like they're not as immersive in it like not really knowing like the history they're just celebrating it because they know like their parents celebrate it but I feel like as the generation as they have kids and or like my friends having kids and their kids having kids they will slowly lose like kind of like the identity of like what it really means to like be Chinese like really knowing like all the different festivals like why we have Moon Festival why we have Mid Autumn Festivals like all those traditions,"Not, nece -- just X uh, like, kind of like... they're not as immersive in it, like not really knowing like the history, they're just celebrating it because they know like their parents celebrate it, but I feel like as the generation -- as they have kids, and -- or like, my friends having kids and their kids having kids they... will slowly lose like, kind of like the identity of like, what it really means to, like, be Chinese, like really knowing like, all the different festivals like why we have, Moon Festival, why we have Mid-Autumn Festivals, like all those traditions.",E100,English,HE,Heritage,ACHE2010,1,True
Uh I think probably not having strict parents,"Uh:: I think probably, not having strict parents.",E8,English,HE,Heritage,ACHE2010,1,True
Uh I I feel I feel like it is just because I have a lot of friends that aren't um like Asian and like their parents just kind of let them like do what they want have a lot of fun whereas my parents growing up it was very strict like go like a lot of tutoring a lot of like extracurricular activities everything was just like just like a tiger mom Like not having a tiger mom,"Uh:: I, I feel -- I feel like it is, just because I have a lot of friends that aren't, um:: .. like.. Asian, and like, their parents just kind of let them like, do what they want, have a lot of fun, whereas my.. parents growing up it was very strict like.. (go:) like, a lot of tutoring, a lot of like, extracurricular activities, everything was just like, just, like a tiger mom.",E78,English,HE,Heritage,ACHE2010,2,True
Uh I I feel I feel like it is just because I have a lot of friends that aren't um like Asian and like their parents just kind of let them like do what they want have a lot of fun whereas my parents growing up it was very strict like go like a lot of tutoring a lot of like extracurricular activities everything was just like just like a tiger mom Like not having a tiger mom,Like not having a tiger mom.,E78,English,HE,Heritage,ACHE2010,2,True
Uh can you repeat that one more time,Uh:: can you repeat that one more time?,E8,English,HE,Heritage,ACHE2010,1,True
Um I think so yeah all all these combinations,"Um:: I think so yeah, all—all these combinations?",E9,English,HE,Heritage,ACHE2010,1,True
Um I feel like having like parents that are from like Hong Kong or like China like like I feel like they their parents have lived in that place,"Um:: ... I feel like having like parents that are from like Hong Kong, or like China, like... like... I feel like they:: their parents have lived, in that place?",E29,English,HE,Heritage,ACHE2010,1,True
So like obviously growing up like just hearing more stories of like oh like like one of those back in my days like hearing your parents talk about like their hometown like you kind of feel slightly connected Even though you're not necessarily from there,"So like obviously growing up like, just hearing more stories, of like, oh like... like one of those ""back in my days"" like hearing your parents talk about like their hometown, like you kind of feel slightly connected?",E45,English,HE,Heritage,ACHE2010,0,False
So like obviously growing up like just hearing more stories of like oh like like one of those back in my days like hearing your parents talk about like their hometown like you kind of feel slightly connected Even though you're not necessarily from there,Even though you're not necessarily from there.,E45,English,HE,Heritage,ACHE2010,0,False
Uh I did take seven years of Mandarin but I'm not good at it,"Uh:: I did take seven years of Mandarin, but I'm not good at it.",E14,English,HE,Heritage,ACHE2010,1,True
Um Mandarin only in my Mandarin class,Um:: Mandarin only in my Mandarin class?,E7,English,HE,Heritage,ACHE2010,1,True
Um Cantonese I mostly speak with close uh fa close friends and close and like family obviously,"Um, Cantonese I mostly speak with close, uh, fa -- close friends and close -- and like family obviously.",E17,English,HE,Heritage,ACHE2010,2,True
English is just all around like conversational wise work wise personal life,"English is just all around like, conversational-wise, work-wise, personal life.",E12,English,HE,Heritage,ACHE2010,0,False
Uh very elementary English,"Uh, very elementary English.",E4,English,HE,Heritage,ACHE2010,1,True
Uh sort of,Uh... sort of?,E3,English,HE,Heritage,ACHE2010,1,True
Yes because I feel like it's probably the only way to communicate with my parents,"Yes, because I feel like it's... probably the only way to communicate with my parents?",E15,English,HE,Heritage,ACHE2010,0,False
As well as like if I do have kids my grandma's still around so like my grandma only knows Cantonese so I feel like it's important for them to learn it to conversate with them,"As well as like, if I do have kids, my grandma's still around, so like, my grandma only knows... Cantonese so, I feel like it's important for them to, learn it to conversate with them.",E35,English,HE,Heritage,ACHE2010,0,False
Um I think it kind of sound like,"Um:: I think it, kind of sound.. like --",E8,English,HE,Heritage,ACHE2010,1,True
Like what do I think like like what I think of their accents,"Like what do I think like, like, what I think of their accents?",E13,English,HE,Heritage,ACHE2010,0,False
Uh I feel like their English is more grammatically correct versus mine's is more like conversational wise,"Uh I feel like, their English is more grammatically correct, versus mine's is more like, conversational-wise?",E17,English,HE,Heritage,ACHE2010,1,True
Um I think it's I don't really know how I feel much about that to be honest,Um:: ... I think it's -- I don't.. really know how I feel.. much about that.. to be honest?,E17,English,HE,Heritage,ACHE2010,1,True
Um just like some random friends like some word pronunciation that just doesn't sound quote unquote like accurate To what they're usually hear like when I say S,"Um:: just like, some random friends, like some word:: .. pronunciation that just doesn't sound... quote-unquote like, accurate?",E28,English,HE,Heritage,ACHE2010,1,True
Um just like some random friends like some word pronunciation that just doesn't sound quote unquote like accurate To what they're usually hear like when I say S sushi I s apparently say it differently than how they say it,"To what they're:: usually hear, like when I say.. S—sushi, I s -- apparently say it differently than how they say it?",E40,English,HE,Heritage,ACHE2010,1,True
Or like there's certain words that I just can't like pronunciate like um pno I'm not even going to try but like uh it's like words with like P N,"Or like, there's certain words that I just can't like, pronunciate like... um:: .. pno -- I'm not even going to try but like, uh: it's like, words with like, P-N?",E30,English,HE,Heritage,ACHE2010,2,True
I can't say really that full word like um pno uh Uh pnomia,"I can't say really that full word, like um, pno -- uh -- ... Uh, pnomia?",E13,English,HE,Heritage,ACHE2010,3,True
Like can't really say that word I know I'm saying it completely wrong,Like.. can't really say that word.,E13,English,HE,Heritage,ACHE2010,0,False
Like can't really say that word I know I'm saying it completely wrong,I know I'm saying it completely wrong.,E13,English,HE,Heritage,ACHE2010,0,False
Oh uh I think definitely a little bit of like um like the Hong Kong English,"Oh:: uh:: I think, definitely a little bit of like, um... like.. the Hong Kong English?",E16,English,HE,Heritage,ACHE2010,2,True
But a majority of like the American language,But a majority of like the American language.,E8,English,HE,Heritage,ACHE2010,0,False
It's uh I think my my family has told me that the way I pronounce certain words are like very not correct cause there's like nine different like sound marks to it,"It's:: uh, I think my, my family has told me that the way I pronounce certain words are like very... not correct 'cause there's like nine different like.. sound marks to it.",E32,English,HE,Heritage,ACHE2010,1,True
Uh I have no idea what dialect I speak at all,Uh:: I have no idea what dialect I speak at all.,E11,English,HE,Heritage,ACHE2010,1,True
Uh I think Hong Kong,Uh:: I think Hong Kong.,E5,English,HE,Heritage,ACHE2010,1,True
For sure,For sure.,E2,English,HE,Heritage,ACHE2010,0,False
Um no,Um:: no.,E2,English,HE,Heritage,ACHE2010,1,True
Potentially maybe,Potentially maybe.,E2,English,HE,Heritage,ACHE2010,0,False
Um I feel like when I do hear my parents speak English I sort of and like my relatives speaking English I sort of know like how that like sound How like the accent or like how the words are like are,"Um:: I feel like when I do hear my parents speak English, I sort of—and like my relatives speaking English, I sort of know like... how that like sound?",E42,English,HE,Heritage,ACHE2010,1,True
and like my relatives speaking English I sort of know like how that like sound How like the accent or like how the words are like are are,"How like, the accent or like how the words are like... are.",E28,English,HE,Heritage,ACHE2010,0,False
How like the accent or like how the words are like are are,are.,E13,English,HE,Heritage,ACHE2010,0,False
Um I think so,Um:: I think so.,E4,English,HE,Heritage,ACHE2010,1,True
Uh mostly becuase I feel like Hong Kong is one of the only like one of the last few places that do speak Cantonese,"Uh, mostly becuase I feel like, Hong Kong is one of the only.. like one of the last few places that do speak Cantonese.",E24,English,HE,Heritage,ACHE2010,1,True
I feel like conversational wise yes Like if they visit Hong Kong like just like picking up like little um phrases here and there,I feel like conversational-wise yes?,E24,English,HE,Heritage,ACHE2010,1,True
I feel like conversational wise yes Like if they visit Hong Kong like just like picking up like little um phrases here and there Yes,"Like if they visit Hong Kong, like just like, picking up like, little:: .. um:: .. phrases here and there?",E25,English,HE,Heritage,ACHE2010,1,True
Like if they visit Hong Kong like just like picking up like little um phrases here and there Yes,Yes.,E19,English,HE,Heritage,ACHE2010,1,True
Um I think it allows me to conversate with a lot more people in this world,Um:: I think:: it:: allows me to:: conversate with:: a lot more people in this world?,E16,English,HE,Heritage,ACHE2010,1,True
Um not many people like can go to another country and know exactly what to say,Um not many people like.. can go to another country and know exactly what to say?,E16,English,HE,Heritage,ACHE2010,1,True
Like I went to Mexico and I had no idea what to do cause everything was in Spanish and I feel like putting myself in that shoe like imagine if I was going back to Hong Kong I'm seeing all these signs in like Canton in like Chinese characters and like trying to ask for directions I can kind of see like how lost people could be if they don't the languages of the they're going and I feel like that really helps me in knowing like where I'm coming from and like how conversating with people goes a long way,"Like I went to:: Mexico and I had no idea what to do 'cause everything was in Spanish, and I feel like, putting myself in that shoe like, imagine if I was going back to Hong Kong, I'm seeing all these signs in like, Canton -- in like, Chinese characters, and like.. trying to ask for directions, I can kind of see like how.. lost people could be if they don't the languages of the they're going, and I feel like that really helps.. me, in knowing like where I'm coming from, and like how conversating with people.. goes a long way.",E101,English,HE,Heritage,ACHE2010,0,False
When I know the other person can also speak Cantonese that's when I like start mixing like um 中文 and English At the same time,"When I know the other person can also speak Cantonese that's when I:: like start mixing like, um:: 中文 and:: English.",E18-C1-E6,English,HE,Heritage,ACHE2010,1,True
and English At the same time,At the same time?,E6,English,HE,Heritage,ACHE2010,0,False
Like sometimes I'm talking to my friends and there's certain words that we can only say in Cantonese so we just like say like oh I'm eating a 蘋果 like that,"Like sometimes I'm talking to my friends and, there's certain words that we can only say in Cantonese, so we just like... say:: like oh I'm eating a 蘋果, like that.",E28-C1-E2,English,HE,Heritage,ACHE2010,0,False
And then in terms of English like I just feel like that's so immersive in my work life That I don't really think to speak in any other languages other than English,"And then, in terms of English like I just feel like.. that's so immersive in my.. work life?",E32,English,HE,Heritage,ACHE2010,0,False
And then in terms of English like I just feel like that's so immersive in my work life That I don't really think to speak in any other languages other than English,"That I don't really think to... speak, in any other languages other than English.",E32,English,HE,Heritage,ACHE2010,0,False
Um I think a situation would probably be like ordering food like I know like oh 我 想 食 沙爹 牛肉 公仔麵 like and I'm like in a restaurant that speaks English I'm gonna think harder To like think how to translate that into English like so like uh what is,"Um:: (I) think a situation would probably be like... ordering, food, like I know like, oh, 我想食沙爹牛肉公仔麵, like, and I'm, like in a restaurant that speaks English I'm -- gonna think harder?",E16-C6-E29,English,HE,Heritage,ACHE2010,2,True
like and I'm like in a restaurant that speaks English I'm gonna think harder To like think how to translate that into English like so like uh what is 沙爹 in English,"To, like, think how to translate that into English, like, so like, uh what is 沙爹, in, English.",E29-C1-E2,English,HE,Heritage,ACHE2010,1,True
And then in terms of like English words into Cantonese like definitely just conversating with my friends like maybe saying like um,"And then in terms of like... English words into Cantonese like... definitely just, conversating with my friends like, maybe saying like, um::",E22,English,HE,Heritage,ACHE2010,1,True
I don't really know what type of situation it would be I think it's just like conversating with my friends like talking about like a drama like oh 去 uh like oh they parked in like 嗰個 嗰個 街 嗰個 右 街,"I don't really, know what, type of, situation it would be, I think it's just like conversating with my friends like talking about like, a drama, like oh 去, uh, like.. oh they parked in like, 嗰個 -- 嗰個街, 嗰個(右)街,",E28-C1-E7-C6,English,HE,Heritage,ACHE2010,1,True
I think mostly like I confuse left and right in Cantonese so I just say left and right instead of 左 or 右 I dont know which one's,"I think mostly like, I confuse left and right in Cantonese, so I just say left, and right instead of, 左, or 右.",E20-C1-E1-C1-E5,English,HE,Heritage,ACHE2010,0,False
右 I dont know which one's 左 which 邊 wh which 邊 is 右,"I dont know which one's 左, which 邊 -- wh -- which 邊 is 右. ",C1-E5-C1-E1-C1-E2-C1-E1-C1,English,HE,Heritage,ACHE2010,0,False
Um 我 諗 我 諗 因為 我 個 腦 like 我 咁 後生 我 咁 後生 過 咗 嚟 美國 and um it was during the period where like my brain is learning so much like retaining so much information,"Um:: 我諗:: 因為我個腦, like 我咁後生, 過咗嚟美國, and:: um, it was during the period where like, my brain is learning so much, like retaining so much information?",E1-C8-E1-C10-E20,English,HE,Heritage,ACHE2010,2,True
That I wasn't getting like a hundred percent exposure to one or the other language I was getting like fifty fifty,"That, I wasn't getting like a hundred percent exposure to one or the other language, I was getting like fifty-fifty?",E21,English,HE,Heritage,ACHE2010,0,False
So I think in my brain it's like oh like go to school learn English I did have like a Cantonese teacher who also translated some words into Cantonese,"So I think in my brain it's like, oh like, go to school, learn English, I did have like a Cantonese teacher who also translated some words into Cantonese?",E29,English,HE,Heritage,ACHE2010,0,False
So just knowing that and then going home speaking full Cantonese but hanging out on the pray playground speaking English like it was a lot of mixed languages at the same time so not like um like fully like comprehentive um fluent in Cantonese but like understand a majority of it,"So just knowing that, and then going home, speaking full Cantonese, but, hanging out on the pray—playground, speaking English, like, it was a lot of mixed, languages, at the same time so, not like um, like, fully:: like, comprehentive, um -- fluent in Cantonese, but like understand a majority of it.",E51,English,HE,Heritage,ACHE2010,2,True
Uh 一樣,Uh:: 一樣.,E1-C1,Cantonese,HE,Heritage,ACHE2010,1,True
Uh 我 諗 我 講 英文 好過 講 中文,"Uh:: 我諗我講英文, 好過講中文.",E1-C8,Cantonese,HE,Heritage,ACHE2010,1,True
我 諗 講 中文 我 要 諗 多 啲啲,我諗講中文我要:: 諗多啲啲?,C9,Cantonese,HE,Heritage,ACHE2010,0,False
Um like what to say,"Um, like what to say.",E5,English,HE,Heritage,ACHE2010,1,True
Versus English I can just speak really fast and fluent in it,Versus English I can just:: speak really fast and fluent in it.,E12,English,HE,Heritage,ACHE2010,0,False
What do you mean by 點睇 佢哋 啊,"What do you mean by, 點睇佢哋啊.",E5-C3,English,HE,Heritage,ACHE2010,1,True
I think they are like me,I think they:: ... are like me?,E6,English,HE,Heritage,ACHE2010,0,False
Like like growing up like not knowing like both languages like completely and so like in like I would feel more connected in a sense cause I can like communicate with them in like the similar situ in sim a similar setting and situation,"Like, like growing up like not knowing like, both languages like completely and so like, (in), like, I would feel more connected in a sense, 'cause I can like communicate with them in like the similar situ— in -- sim -- a similar setting and situation.",E44,English,HE,Heritage,ACHE2010,0,False
好 um,"好, um::",C1-E1,Cantonese,HE,Heritage,ACHE2011,1,True
My name is,My name is xxx?,E3,English,HE,Heritage,ACHE2011,0,False
Yeah Audrey,"Yeah, Audrey.",E2,English,HE,Heritage,ACHE2011,0,False
Um Arizona,"Um, Arizona.",E2,English,HE,Heritage,ACHE2011,1,True
So U.S,So.. U.S.,E2,English,HE,Heritage,ACHE2011,0,False
Um 我 而家 讀緊 大學,Um:: 我而家讀緊:: 大學. ,E1-C4,Cantonese,HE,Heritage,ACHE2011,1,True
So I'm a fourth year undergraduate student,"So I'm, a, fourth-year undergraduate student?",E7,English,HE,Heritage,ACHE2011,0,False
Um 個 program 係 五年 嘅 so I have one more still,"Um, 個 program 係五年嘅, so, I have one more still.",E1-C1-E1-C3-E6,English,HE,Heritage,ACHE2011,1,True
I always say this one wrong 建築物,I always say this one wrong. 建築物?,E6-C1,English,HE,Heritage,ACHE2011,0,False
So architecture,So architecture?,E2,English,HE,Heritage,ACHE2011,0,False
Oh man I always mix it up,"Oh man, I always mix it up. ",E7,English,HE,Heritage,ACHE2011,0,False
一九 九 八,一九九八?,C3,Cantonese,HE,Heritage,ACHE2011,0,False
我 諗,我諗.,C2,Cantonese,HE,Heritage,ACHE2011,0,False
一九 九 八 係 呀,"一九九八, 係呀.",C5,Cantonese,HE,Heritage,ACHE2011,0,False
一 開頭 就 喺 Arizona,一開頭就喺:: Arizona.,C4-E1,Cantonese,HE,Heritage,ACHE2011,0,False
我哋 無 搬 過,我哋無搬過.,C4,Cantonese,HE,Heritage,ACHE2011,0,False
Arizona um Gilbert 或者 Chandler,"Arizona, um:: .. Gilbert 或者 Chandler?",E3-C1-E1,English,HE,Heritage,ACHE2011,1,True
哦 佢哋 兩 個 都 喺 香港 出世 係 啊,"哦:: 佢哋兩個都喺香港出世, (xx).. 係啊.",C10,Cantonese,HE,Heritage,ACHE2011,2,True
我 爺爺 同 嫲嫲 兩 個 都 喺 大陸 我 唔知 道 邊個 村 um 有 個 地 唧 係 south,"我爺爺同嫲嫲兩個都喺:: ... 大陸, 我唔知道邊個村, um, 有個地-- 唧係, south?",C14-E1-C5-E1,Cantonese,HE,Heritage,ACHE2011,1,True
Um 噉 我 外公 同埋 外婆 喺 上海 出世 我 諗,"Um, 噉:: 我:: (外公) 同埋... (外婆)... 喺:: 上海... 出世, 我諗.",E1-C10,Cantonese,HE,Heritage,ACHE2011,1,True
Uh 有 啊 有 一個 細佬 佢 我哋 爭 四年 所以 佢 細 過 我 四年,"Uh, 有啊有一個細佬, 佢-- ... 我哋爭四年, 所以佢細過我四年.",E1-C15,Cantonese,HE,Heritage,ACHE2011,2,True
佢 而家 就 同 我 爸爸 媽媽 一齊 因為 佢 仲 讀緊 中學,"佢而家就同我爸爸媽媽, 一齊, 因為佢仲讀緊中學.",C13,Cantonese,HE,Heritage,ACHE2011,0,False
我 就 喺 Arizona 大,我:: 就喺 Arizona 大.,C3-E1-C1,Cantonese,HE,Heritage,ACHE2011,0,False
無 搬 過,無搬過.,C3,Cantonese,HE,Heritage,ACHE2011,0,False
我 住 過 兩 三 個,我住過:: 兩-- 三個?,C6,Cantonese,HE,Heritage,ACHE2011,0,False
而家 因為 我 大學 搬 咗 出去 Pennsylvania 而家 喺 Pennsylvania,"而家因為我大學, 搬咗出去:: Pennsylvania, 而家喺 Pennsylvania.",C7-E1-C2-E1,Cantonese,HE,Heritage,ACHE2011,0,False
但係 我 細個 我 係 Chandler 出世 跟住 我 就 搬 咗 我 四 歲 搬 咗 去 Gilbert,"但係我:: 細個我係 Chandler 出世, 跟住我就搬咗.. 我四歲搬咗去 Gilbert.",C5-E1-C12-E1,Cantonese,HE,Heritage,ACHE2011,0,False
到 之後 我哋 之後 過 十幾 年 我哋 無 搬 過 所以,"(到), 之後-- 我哋, 之後過十幾年我哋無搬過, 所以.",C12,Cantonese,HE,Heritage,ACHE2011,0,False
Um state college,Um:: state college.,E3,English,HE,Heritage,ACHE2011,1,True
Um 我 elementary 同 middle 係 同一 間 學校 喺 Arizona 有 一個 州 叫 Tempe,"Um 我 elementary 同 middle 係同一間學校, 喺:: Arizona 有一個州叫 Tempe?",E1-C1-E1-C1-E1-C5-E1-C4-E1,Cantonese,HE,Heritage,ACHE2011,1,True
噉 um,"噉, um::",C1-E1,Cantonese,HE,Heritage,ACHE2011,1,True
呢個 就 喺 一個 like private Christian school,"呢個就喺一個, like, private Christian::... school, (xxxx).",C4-E4,Equal,HE,Heritage,ACHE2011,0,False
我 我哋 我 我 大 緊 我 同埋 我 細佬 即係 我 啲 大 緊 時候 like through childhood 我 啲 係 隔 我 啲 係 隔 隔 年 去 返 返去 香港 um 噉會 係 夏天 嘅 時候 我哋 會 返畀 一個 月 到 或者 耐 少少 um,"我:: 我哋-- ... 我, 我大緊-- 我同埋我細佬-- ... 即係我啲大緊時候, like through childhood, 我啲係隔, 隔年, 去:: 返返去香港, um, 噉會係夏天:: 嘅時候我哋會返畀:: 一個月到, 或者.. 耐少少, um,",C16-E3-C14-E1-C14-E1,Cantonese,HE,Heritage,ACHE2011,2,True
係 呀,係呀.,C2,Cantonese,HE,Heritage,ACHE2011,0,False
Eh 噉 唧 係 um I need a translation for that one,"Eh:: 噉唧係-- (um), I need a translation for that one.",E1-C3-E8,English,HE,Heritage,ACHE2011,2,True
有 我 啲 um 係 Christian,"有, 我啲:: um, 係, Christian.",C3-E1-C1-E1,Cantonese,HE,Heritage,ACHE2011,1,True
I don't know how to say that um but growing up Christian,"I don't know how to say that, um.. but growing up Christian.",E12,English,HE,Heritage,ACHE2011,1,True
乘 家人 都 有,乘家人都有.,C4,Cantonese,HE,Heritage,ACHE2011,0,False
我 覺得 我 係 一個 like 香港 美 美國人,"我覺得我係一個:: ... like... 香港, 美:: 美國人. @@@",C5-E1-C3,Cantonese,HE,Heritage,ACHE2011,0,False
Okay okay,Okay okay.,E2,English,HE,Heritage,ACHE2011,0,False
Um 因為 我 無 真係 喺 香港 返國 學 或者 同 啲 唧 同年 紀 嘅 人 接觸,"Um:: 因為我::... 無真係喺香港.. 返國學, 或者同啲::-- 唧同年紀, 嘅人, 接觸.",E1-C17,Cantonese,HE,Heritage,ACHE2011,1,True
Um 我 大部分 我 大部分 返去 嘅 時間 都 係 遇到 即係 媽媽 爸爸 個 啲 朋友 或者 啲 親戚 um 所以 所以 即係 the culture like 我 我 無 真係 我 無 真係 遇 過 or like gotten used to or was influenced by um like pure culture,"Um, 我大部分:: 返去嘅時間都係... 遇到即係媽媽爸爸個啲朋友或者啲親戚, um.. 所以, 即係, the culture like (我::)... 我無真係, 遇過, or like... gotten used to or was influenced by.. um like pure culture.",E1-C19-E1-C3-E3-C9-E13,Cantonese,HE,Heritage,ACHE2011,3,True
In 香港 所以,"In, 香港.",E1-C2,Cantonese,HE,Heritage,ACHE2011,0,False
香港 所以 因為 大部分 我 個 啲 like social interaction 或者 真係 social development um 就 喺 U.S 喺 Arizona 喺 啲 predominantly white community 或者 institute,"所以, 因為大部分.. 我個啲:: like, social interaction 或者真係 social... development, um, 就喺 U.S., 喺 Arizona, 喺啲 predominantly white community, 或者 institute.",C7-E3-C2-E3-C2-E1-C1-E1-C2-E3-C1-E1,Cantonese,HE,Heritage,ACHE2011,1,True
我 覺得 兩 個 都 係 significant,我覺得兩個都係:: .. significant.,C6-E1,Cantonese,HE,Heritage,ACHE2011,0,False
因為 我 同屋 企 接觸 即係 嗰啲 關係 即係 is based in 香港 個 culture,"因為:: .. 我同屋企接觸, 即係, 嗰啲關係, 即係, is based in, 香港個 culture.",C9-E3-C2-E1,Cantonese,HE,Heritage,ACHE2011,0,False
但係 我 一同 但係 我 一同 出邊 個 啲 朋友 之間 即係 professional colleague like boss 老師 is like rooted in American,"但係我一同.. 出邊個啲朋友之間, 即係, professional:: .. colleague, like boss, 老師, is, like, rooted in American.",C12-E4-C1-E5,Cantonese,HE,Heritage,ACHE2011,0,False
所以 所以 即係 兩邊 都 仲 有 like like 聯絡 like I don't know how to say it but like connect with and I still like associate with both sides regularly I don't know how to say it but like connect with and I still like associate with both sides regularly,"所以, 即係兩邊都仲... 有, like... like, 聯絡, like, I don't know how to say it, but like connect with, and I still like... associate with both sides regularly?",C7-E2-C1-E41,English,HE,Heritage,ACHE2011,0,False
like I don't know how to say it but like connect with and I still like associate with both sides regularly I don't know how to say it but like connect with and I still like associate with both sides regularly,"I don't know how to say it, but like connect with, and I still like... associate with both sides regularly?",E41,English,HE,Heritage,ACHE2011,0,False
係 啊,係啊.,C2,Cantonese,HE,Heritage,ACHE2011,1,True
