reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
and English At the same time,At the same time?,E6,English,HE,Heritage,ACHE2010,0,False
And then in terms of English like I just feel like that's so immersive in my work life That I don't really think to speak in any other languages other than English,"And then, in terms of English like I just feel like.. that's so immersive in my.. work life?",E32,English,HE,Heritage,ACHE2010,0,False
And then in terms of English like I just feel like that's so immersive in my work life That I don't really think to speak in any other languages other than English,"That I don't really think to... speak, in any other languages other than English.",E32,English,HE,Heritage,ACHE2010,0,False
And then in terms of like English words into Cantonese like definitely just conversating with my friends like maybe saying like um,"And then in terms of like... English words into Cantonese like... definitely just, conversating with my friends like, maybe saying like, um::",E22,English,HE,Heritage,ACHE2010,1,True
That I wasn't getting like a hundred percent exposure to one or the other language I was getting like fifty fifty,"That, I wasn't getting like a hundred percent exposure to one or the other language, I was getting like fifty-fifty?",E21,English,HE,Heritage,ACHE2010,0,False
So I think in my brain it's like oh like go to school learn English I did have like a Cantonese teacher who also translated some words into Cantonese,"So I think in my brain it's like, oh like, go to school, learn English, I did have like a Cantonese teacher who also translated some words into Cantonese?",E29,English,HE,Heritage,ACHE2010,0,False
So just knowing that and then going home speaking full Cantonese but hanging out on the pray playground speaking English like it was a lot of mixed languages at the same time so not like um like fully like comprehentive um fluent in Cantonese but like understand a majority of it,"So just knowing that, and then going home, speaking full Cantonese, but, hanging out on the pray—playground, speaking English, like, it was a lot of mixed, languages, at the same time so, not like um, like, fully:: like, comprehentive, um -- fluent in Cantonese, but like understand a majority of it.",E51,English,HE,Heritage,ACHE2010,2,True
Um like what to say,"Um, like what to say.",E5,English,HE,Heritage,ACHE2010,1,True
Versus English I can just speak really fast and fluent in it,Versus English I can just:: speak really fast and fluent in it.,E12,English,HE,Heritage,ACHE2010,0,False
I think they are like me,I think they:: ... are like me?,E6,English,HE,Heritage,ACHE2010,0,False
Like like growing up like not knowing like both languages like completely and so like in like I would feel more connected in a sense cause I can like communicate with them in like the similar situ in sim a similar setting and situation,"Like, like growing up like not knowing like, both languages like completely and so like, (in), like, I would feel more connected in a sense, 'cause I can like communicate with them in like the similar situ— in -- sim -- a similar setting and situation.",E44,English,HE,Heritage,ACHE2010,0,False
My name is,My name is xxx?,E3,English,HE,Heritage,ACHE2011,0,False
Yeah Audrey,"Yeah, Audrey.",E2,English,HE,Heritage,ACHE2011,0,False
Um Arizona,"Um, Arizona.",E2,English,HE,Heritage,ACHE2011,1,True
So U.S,So.. U.S.,E2,English,HE,Heritage,ACHE2011,0,False
So I'm a fourth year undergraduate student,"So I'm, a, fourth-year undergraduate student?",E7,English,HE,Heritage,ACHE2011,0,False
So architecture,So architecture?,E2,English,HE,Heritage,ACHE2011,0,False
Oh man I always mix it up,"Oh man, I always mix it up. ",E7,English,HE,Heritage,ACHE2011,0,False
Um state college,Um:: state college.,E3,English,HE,Heritage,ACHE2011,1,True
I don't know how to say that um but growing up Christian,"I don't know how to say that, um.. but growing up Christian.",E12,English,HE,Heritage,ACHE2011,1,True
Okay okay,Okay okay.,E2,English,HE,Heritage,ACHE2011,0,False
like I don't know how to say it but like connect with and I still like associate with both sides regularly I don't know how to say it but like connect with and I still like associate with both sides regularly,"I don't know how to say it, but like connect with, and I still like... associate with both sides regularly?",E41,English,HE,Heritage,ACHE2011,0,False
Okay okay,Okay okay.,E2,English,HE,Heritage,ACHE2011,0,False
Um just like not westernized,"Um... just like, not westernized?",E5,English,HE,Heritage,ACHE2011,1,True
I might need to like think about this cause I fe there's like a feeling associated but I'm just gonna have to put it into words Um,"I might need to like think about this, 'cause I fe-- there's like a feeling associated.. but I'm just gonna have to put it into words.",E27,English,HE,Heritage,ACHE2011,1,True
I might need to like think about this cause I fe there's like a feeling associated but I'm just gonna have to put it into words Um,"Um,",E27,English,HE,Heritage,ACHE2011,1,True
Just like feels less welcoming,Just like feels... less.. welcoming?,E5,English,HE,Heritage,ACHE2011,0,False
Like a little bit more cold,Like a little bit more.. cold?,E6,English,HE,Heritage,ACHE2011,0,False
I think a little bit more like brazen,I think a little bit more... like brazen?,E8,English,HE,Heritage,ACHE2011,0,False
And I like again the environments that I'm interacting with them are in America and they're in like a western culture so there's also like there's also a level of like social,"And I-- like again, the.. environments that I'm interacting with them are in.. America and they're in like, a western culture, so there's also like... there's also a level of like social,",E32,English,HE,Heritage,ACHE2011,0,False
I don't know like they don't socially they're like not really picking up on like social nuances I think is the biggest thing which may attribute to like them coming off as polite or impolite or like rude or,"I don't know like they don't-- socially they're like not really picking up on:: ... like social nuances,  I think is the biggest thing which may attribute to like them coming off as polite or impolite or like rude or (x).",E39,English,HE,Heritage,ACHE2011,0,False
Okay so there are like a couple of ideals um is like like really like independent um and like outspoken about maintaining or protecting their independence Um I think that's a really big thing um that differentiates an American,"Okay so there (are)-- like a couple of ideals, um:: is like... like really like, independent, um:: and like outspoken about:: maintaining or protecting their independence? ",E39,English,HE,Heritage,ACHE2011,4,True
Okay so there are like a couple of ideals um is like like really like independent um and like outspoken about maintaining or protecting their independence Um I think that's a really big thing um that differentiates an American,Um::.. I think that's a really big thing.. um:: that differentiates an American?,E39,English,HE,Heritage,ACHE2011,4,True
Like a really really progressive okay not progressive but like having had uh like a very progressive exposure,"Like a really really progressive-- .. okay not progressive but like... having.. had.. uh, like a very progressive exposure?",E18,English,HE,Heritage,ACHE2011,1,True
Um so not necessarily that their values are progressive but like that they have seen in this country,"Um, so not necessarily that their values are progressive but like, that they have seen, in this country.",E18,English,HE,Heritage,ACHE2011,1,True
Like a lot of new things or the progressive things in regards to like let's say like culturally the Chinese or like culturally the Hong people from Hong Kong,"Like a lot of new... things, or the progressive things in regards to like, let's say like... culturally the Chinese, or like culturally the Hong-- people from Hong Kong.",E29,English,HE,Heritage,ACHE2011,0,False
I mean like at the root of it all I,"I mean like, at the root of it all, I --",E10,English,HE,Heritage,ACHE2011,0,False
anybody who is Chinese no matter if they're from Hong Kong is Chinese um and that's just like a base level um that I would perceive them as Not like the first thing but like there's an acknowledgement that they're Chinese but also um I think probably from Hong Kong like a Hong Kong American,"anybody who is Chinese, no matter if they're from Hong Kong is Chinese, um, and that's just like a base... level, um that I would... perceive them as?",E55,English,HE,Heritage,ACHE2011,3,True
anybody who is Chinese no matter if they're from Hong Kong is Chinese um and that's just like a base level um that I would perceive them as Not like the first thing but like there's an acknowledgement that they're Chinese but also um I think probably from Hong Kong like a Hong Kong American,"Not like the first thing but, like, there's an acknowledgement that they're Chinese but also.. um:: I think probably... from... Hong Kong, like a Hong Kong American?",E55,English,HE,Heritage,ACHE2011,3,True
Um yeah,Um:: yeah.,E2,English,HE,Heritage,ACHE2011,1,True
Um I am like beginner level fluent in Spanish um because that was a predominant language in Arizona the second language in school,"Um, I am like... beginner level.. fluent in Spanish, um, because that was a predominant language in Arizona, the second language in school.",E23,English,HE,Heritage,ACHE2011,2,True
I don't,I don't. ,E2,English,HE,Heritage,ACHE2011,0,False
Um but I have like base level understanding of Mandarin,"Um:: but I have like, base level understanding of Mandarin.",E10,English,HE,Heritage,ACHE2011,1,True
Just like listening wise,"Just like, listening wise.",E4,English,HE,Heritage,ACHE2011,0,False
So like with friends or anybody who is like American I speak English with um with my family it's like strictly Cantonese um yeah that's it,"So:: like with.. friends or anybody who... is like American I speak English with, um.. with my family it's like, strictly Cantonese.. um... yeah, that's it.",E26,English,HE,Heritage,ACHE2011,2,True
Mandarin um like now I sometimes when I encounter people who like speak Chinglish with like Mandarin mixed with English um that like I have to kind of pick it out sometimes but not on a regular basis,"Mandarin um::... like, now:: I-- sometimes when I encounter people who like... speak Chinglish with like Mandarin mixed with English um.. that like, I have to:: kind of pick it out sometimes but.. not on a regular basis.",E38,English,HE,Heritage,ACHE2011,2,True
Uh huh,Uh huh.,E2,English,HE,Heritage,ACHE2011,1,True
My my mom speaks and understands um pretty like basically Shanghainese,"My, my mom speaks, and understands... um pretty like.. basically.. Shanghainese?",E11,English,HE,Heritage,ACHE2011,1,True
Um I think that it would be important for them to understand if especially if my grandmother is still alive because that's like the only language that she speaks in,"Um::... I think that it would be... important for them to.. understand if, especially if my grandmother is still alive because that's like, the only language that she speaks in?",E30,English,HE,Heritage,ACHE2011,1,True
Um but because I'm not sure if like my partner is going to be of what ethnicity or race or cultural background um like I'm not set on the idea of them being fluent speaking if it's a mixed language household,"Um::... but because I'm not sure if like my partner is going to be::.. of what ethnicity or race or cultural background, um... like I'm not set on the idea of them being fluent speaking, if it's a mixed language household.",E41,English,HE,Heritage,ACHE2011,2,True
It feels really like comforting um because I don't like hear it very often and it's like a nice surprise um yeah,"It feels really like comforting, um:: because I don't like hear it very often, and it's... like a nice surprise, um... yeah.",E22,English,HE,Heritage,ACHE2011,2,True
Um I think like a standard,"Um::... I think like a standard,",E6,English,HE,Heritage,ACHE2011,1,True
I definitely don't have like a Southern accent,"I definitely don't have like a Southern accent,",E8,English,HE,Heritage,ACHE2011,0,False
I think just like in general Southwest suburban like city dialect,"I think just like... in general:: , Southwest... suburban, like... city dialect.",E11,English,HE,Heritage,ACHE2011,0,False
I have had like mostly have been positive responses um either from like aunties or uncles um who were like really suprised that my Canto like I have the depth of vocabulary that I do,"I:: have had:: like, mostly have been positive responses, um, either from like aunties or uncles, um, who were like, really suprised that (my Canto)-- ... like I have the depth of vocabulary that I do?",E35,English,HE,Heritage,ACHE2011,2,True
Um but I have gotten a comment from like one friend who was telling me that my accent was like really really really white And really hard to understand,"Um, but I have gotten a comment from like, one friend... who:: was telling me that my accent was like... really, really really white.",E29,English,HE,Heritage,ACHE2011,1,True
Um but I have gotten a comment from like one friend who was telling me that my accent was like really really really white And really hard to understand,And really hard to understand.,E29,English,HE,Heritage,ACHE2011,1,True
I like don't I don't know anything about Cantonese dialects so I like don't have an answer to that,I like don't @@ I don't know anything about Cantonese dialects... so I... like don't @have an answer to that.,E19,English,HE,Heritage,ACHE2011,0,False
So I definitely think like Hong Kong Cantonese um and I also do think it is like aged a little bit um because it's what I picked up from my parents um so it's like not the most recent version either,"So I definitely think like Hong Kong.. Cantonese, um.. and I also do think it is like aged a little bit, um:: because it's.. what I picked up from my parents.. um, so it's like not the most recent version... either.",E41,English,HE,Heritage,ACHE2011,3,True
Yeah I think I can,"Yeah, I think I can.",E5,English,HE,Heritage,ACHE2011,0,False
And I'll differentiate like specifically Hong Kong Cantonese as like very crisp,"And I'll differentiate like, specifically Hong Kong Cantonese as like, very crisp?",E12,English,HE,Heritage,ACHE2011,0,False
That's how I see it yeah,"That's how I see it, yeah.",E6,English,HE,Heritage,ACHE2011,0,False
Yes but like I I have had trouble differentiating Singapore like Singaporean accented English from like Hong Kong accented English especially if they're like Cantonese Singaporean,"Yes, but like I-- I have had trouble differentiating.. Singapore-- ... like, Singaporean.. accented English from like Hong Kong accented English, especially if they're like, Cantonese Singaporean.",E26,English,HE,Heritage,ACHE2011,0,False
Just like I have to be told,Just like.. I have to be told.,E7,English,HE,Heritage,ACHE2011,0,False
Like yeah,"Like, yeah.",E2,English,HE,Heritage,ACHE2011,0,False
I'm like not really understanding the question,I'm like not really understanding the question.,E7,English,HE,Heritage,ACHE2011,0,False
Uh um I don't know if it's a prerequisite to be a Hong Konger um especially with like the influx of Mainlanders coming down um and I don't it's defintely not a prerequisite to be Chinese um,"Uh, um:: I don't know if it's a prerequisite to be.. a Hong Konger, um, especially with, like the influx of... Mainlanders coming down, um... and I don't-- it's defintely not a prerequisite to be Chinese, um::",E37,English,HE,Heritage,ACHE2011,5,True
But I think listening might be a prerequisite to being a Hong Konger,But I think listening might be a prerequisite to being a Hong Konger?,E13,English,HE,Heritage,ACHE2011,0,False
Um I think that they really like grounded my cultu like my Chinese or like Hong Kong side um in like contrast with like the American peers that I grew up with,"Um::... I think that they really... like grounded.. my cultu-- like my Chinese or like Hong Kong side... um::... in like, contrast with... like, the American peers that I grew up with?",E32,English,HE,Heritage,ACHE2011,2,True
Um so I think it like it's like mainly how I establish myself as like ethnic or like POC in comparisons to my peers like in additon to how I look and my appearance,Um::... so I think it like.. it's like mainly how I establish myself as::... like ethnic or like POC in comparisons to my peers like in additon to how I look and my appearance.,E34,English,HE,Heritage,ACHE2011,1,True
Um yeah,Um.. yeah.,E2,English,HE,Heritage,ACHE2011,1,True
Yeah So,Yeah. ,E2,English,HE,Heritage,ACHE2011,0,False
Mm yeah Uh okay,Mm:: yeah.,E4,English,HE,Heritage,ACHE2012,2,True
Mm yeah Uh okay,Uh:: okay.,E4,English,HE,Heritage,ACHE2012,2,True
like Hong Kong Student Association,"(xxx, xx?)",E5,English,HE,Heritage,ACHE2012,0,False
Uh huh,Uh huh?,E2,English,HE,Heritage,ACHE2012,1,True
Oh yeah I'm not surprised cause there's so many,"Oh yeah, I'm not surprised, 'cause there's so many.",E9,English,HE,Heritage,ACHE2012,0,False
Um in New Hampshire it's like very very very very white It's like I think I researched this before cause I wanted to know the exact percent,"Um:: in New Hampshire, it's like, very, very, very, very white.",E27,English,HE,Heritage,ACHE2012,1,True
Um in New Hampshire it's like very very very very white It's like I think I researched this before cause I wanted to know the exact percent It was ninety seven percent white in New Hampshire,"It's like.. I think I researched this before, 'cause I wanted to know the exact percent?",E36,English,HE,Heritage,ACHE2012,1,True
It's like I think I researched this before cause I wanted to know the exact percent It was ninety seven percent white in New Hampshire,It was ninety-seven percent white in New Hampshire?,E25,English,HE,Heritage,ACHE2012,0,False
And then here in uh Boston I would say like it's a good diversity?or more diverse,"And then:: here in:: uh:: Boston, I would say like, it's a good diversity?or more diverse?",E16,English,HE,Heritage,ACHE2012,1,True
Like there's I think it's still pretty white like sixty percent white but then forty per um like twenty percent Ch uh Asian,"Like, there's::-- I think it's still pretty white, like sixty percent white? but then, forty per-- um:: like twenty percent, Ch-- uh:: Asian. ",E23,English,HE,Heritage,ACHE2012,2,True
And then the other twenty percent is other,And then:: the other twenty percent is other.,E8,English,HE,Heritage,ACHE2012,0,False
Wh what are they Like what race,Wh-- what are they?,E7,English,HE,Heritage,ACHE2012,0,False
Wh what are they Like what race,Like what race?,E7,English,HE,Heritage,ACHE2012,0,False
Mm most of them are Asian yeah uh like Asian I study with international students from China cause a lot of them are in the same major,"Mm:: most of them are:: .. Asian-- yeah, uh, like, Asian-- I study with international students from China, 'cause a lot of them are in the same major?",E27,English,HE,Heritage,ACHE2012,2,True
There are also just like other Asian Americans or Asians I don't know,"There are also just like other Asian Americans, or Asians (I don't know).",E13,English,HE,Heritage,ACHE2012,0,False
That's a good question That's very open ended That's very open ended,That's a good question. That's very open ended.,E12,English,HE,Heritage,ACHE2012,0,False
That's a good question That's very open ended That's very open ended,That's ve::ry@ open ended.,E12,English,HE,Heritage,ACHE2012,0,False
I think if they feel like Hong Kong is their home I would consider them a Hong Konger and if they uh know the culture and uh y yeah Yeah know the culture and that type of stuff,"I think, if they:: .. feel like Hong Kong is their home, I would consider them a Hong Konger? and if they:: uh:: know the culture and:: uh:: y-- yeah::.",E38,English,HE,Heritage,ACHE2012,2,True
I think if they feel like Hong Kong is their home I would consider them a Hong Konger and if they uh know the culture and uh y yeah Yeah know the culture and that type of stuff,"Yeah, know the culture, and:: that type of stuff.",E38,English,HE,Heritage,ACHE2012,2,True
Mmm I think if they identify with being Chinese and also if they follow the traditions uh and um they feel like they are Chinese I guess,"Mmm:: I think if they identify with being Chinese? and also, if they follow the traditions, uh:: .. and,  um:: ... they:: .. feel like they are,, Chinese, I guess.",E27,English,HE,Heritage,ACHE2012,2,True
or like um some of the superstitions can count as well Like how you're not supposed to it was my mom is very superstitious so I should know this well but I forget off the top of my head,"Like, how:: you're not supposed to::-- it was-- my mom is very superstitious so I should know this.. well, but I forget off the top of my head.",E39,English,HE,Heritage,ACHE2012,1,True
Yeah yeah,"Yeah, yeah?",E2,English,HE,Heritage,ACHE2012,0,False
And that type of like that type of stuff Sorry I brainfarted so I can't think of it at the moment,And that type of-- like tha::t type of stuff.,E21,English,HE,Heritage,ACHE2012,0,False
And that type of like that type of stuff Sorry I brainfarted so I can't think of it at the moment,Sorry I.. brainfarted so I can't think of it at the moment.,E21,English,HE,Heritage,ACHE2012,0,False
I think if they identify with being American,I think if they:: ... identify with being American?,E8,English,HE,Heritage,ACHE2012,0,False
And they um also follow the traditions of being American also follow the traditions of being American Sorry I don't really I've never been asked this so,And they:: um:: ... also follow the traditions of being American?,E27,English,HE,Heritage,ACHE2012,1,True
And they um also follow the traditions of being American also follow the traditions of being American Sorry I don't really I've never been asked this so,"also follow the traditions of being American. Sorry,  I don't really --  I've never been asked this,  so.",E27,English,HE,Heritage,ACHE2012,1,True
I think they're a combination of all of the above,I think.. they're:: a combination of all of the above?,E10,English,HE,Heritage,ACHE2012,0,False
Cause I I don't really get involved in politics But I mean um Hong Kong was part of China so like the people are ethnically Chinese,Cause I-- I don't really get involved in politics.,E26,English,HE,Heritage,ACHE2012,1,True
Cause I I don't really get involved in politics But I mean um Hong Kong was part of China so like the people are ethnically Chinese,"But I mean, um:: Hong Kong was:: .. part of.. China, so like, the people are ethnically Chinese?",E26,English,HE,Heritage,ACHE2012,1,True
But um they also the identity of Hong Kong too cause I think Hong Kong has uh um a bit of a different culture than China because of like uh how it was under British rule,"But um, they (x) also the identity of Hong Kong, too, 'cause.. I think.. Hong Kong has uh:: .. um:: ... a bit of a different culture than China because of like, uh:: .. how it was under British rule?",E36,English,HE,Heritage,ACHE2012,4,True
Um but anyway sorry to answer your question I feel like uh an ABC yes is all of the above,"Um:: .. but.. anyway, sorry, to answer your question, I feel like, uh:: , an ABC yes,  is all of the above.",E20,English,HE,Heritage,ACHE2012,2,True
Or whatever they consider themselves Chinese or Hong Kong um but there's definitely a mix of um American with like whatever type of Asian they are,"Or whatever they:: consider themselves Chinese or:: Hong Kong:: .. um:: but there's definitely a mix of:: um:: .. American with like, whatever type of Asian they are.",E26,English,HE,Heritage,ACHE2012,2,True
Um I do but not well Like I know how to I learned French in high school from uh middle school to high school,"Um:: I do, but not well.",E24,English,HE,Heritage,ACHE2012,2,True
Um I do but not well Like I know how to I learned French in high school from uh middle school to high school,"Like, I:: know:: how to-- I learned French in:: .. high school, from:: .. uh:: middle school to high school.",E24,English,HE,Heritage,ACHE2012,2,True
And so I am better I'm definitely better at writing because it's so hard to speak with the with the accent,And:: so I:: am better--  I'm definitely better at writing because it's so hard to speak with the-- with the accent?,E21,English,HE,Heritage,ACHE2012,0,False
And um but I didn't f I didn't take it in college,And:: um:: ...--  but I didn't f-- I didn't take it in college?,E12,English,HE,Heritage,ACHE2012,1,True
I also took two semesters of Korean in college and then a semester of Mandarin,I also took.. two semesters of Korean in college? and then:: .. a semester of Mandarin?,E15,English,HE,Heritage,ACHE2012,0,False
And I knew a bit of Mandarin before because um in high school uh my friends were mostly international students uh from China So I would speak Mandarin with them sometimes or just listen to what they were saying and like most of my friends or some of my friends here are international students so they um sometimes speak Mandarin and I listen,"And I.. knew a bit of Mandarin before because um, in high school, uh:: .. my:: .. friends were mostly international students? uh, from China.",E63,English,HE,Heritage,ACHE2012,4,True
And I knew a bit of Mandarin before because um in high school uh my friends were mostly international students uh from China So I would speak Mandarin with them sometimes or just listen to what they were saying and like most of my friends or some of my friends here are international students so they um sometimes speak Mandarin and I listen,"So I would speak.. Mandarin with them sometimes or just listen to what they were saying, and like, most of my friends--  or:: some of my friends here, are international students? so they:: um,  sometimes speak Mandarin and I.. listen.",E63,English,HE,Heritage,ACHE2012,4,True
Mm no,"Mm, no.",E2,English,HE,Heritage,ACHE2012,1,True
I even don't speak Mandarin very well,I.. even don't speak Mandarin.. very well.,E7,English,HE,Heritage,ACHE2012,0,False
I've been told I have a very heavy Cantonese accent when I speak Mandarin,I've been told I have a very heavy Cantonese accent... when I speak Mandarin.,E14,English,HE,Heritage,ACHE2012,0,False
Mm with my uh mom and dad I use uh Canto or my family just in general I use uh Cantonese,"Mm:: with my:: uh::  mom and dad, I use:: uh:: Canto-- or my family just in general, I use uh Cantonese?",E21,English,HE,Heritage,ACHE2012,4,True
And then um with my sometimes it depends who my who I'm talking to for my friends,And then:: um:: with my-- sometimes it depends.. who my--  who I'm talking to for my friends?,E17,English,HE,Heritage,ACHE2012,1,True
I'll use uh English for my friends that don't know how to speak Cantonese at all But with my friends that know how to speak Cantonese I will have uh or I'll speak in Cantonese and English sometimes,I'll use:: uh::  English for.. my friends that don't know how to speak Cantonese at all?,E38,English,HE,Heritage,ACHE2012,2,True
I'll use uh English for my friends that don't know how to speak Cantonese at all But with my friends that know how to speak Cantonese I will have uh or I'll speak in Cantonese and English sometimes,"But with my friends that know how to speak Cantonese, I will have-- uh:: or I'll speak in Cantonese and English sometimes.",E38,English,HE,Heritage,ACHE2012,2,True
And um for French I very rarely use it But I went to Europe this summer uh with my parents so I kind of had to use it but I very rarely use it,"And:: , um:: for:: .. French, I very rarely use it?",E34,English,HE,Heritage,ACHE2012,2,True
And um for French I very rarely use it But I went to Europe this summer uh with my parents so I kind of had to use it but I very rarely use it,"But, I went to Europe this summer? uh:: with my parents, so I kind of had to use it, but I very rarely use it?",E34,English,HE,Heritage,ACHE2012,2,True
And then Korean I don't even really use it at all except for like this past week I helped my friend practice her Korean with her Korean oral midterm,"And then, Korean I.. don't even really use it at all, except for.. like, this past week I helped my friend.. practice her:: Korean-- with her Korean oral midterm?",E29,English,HE,Heritage,ACHE2012,0,False
So I helped her practice with that but that's like once in a blue moon that I'll use it,"So I helped her practice with that, but that's like, once in a blue moon that I'll use it.",E19,English,HE,Heritage,ACHE2012,0,False
I think my mom is only restricted to English Cantonese and Mandarin,"I think my:: mom.. is.. only restricted to English, Cantonese, and Mandarin?",E12,English,HE,Heritage,ACHE2012,0,False
And then Mandarin Cantonese and English,"And then:: Mandarin, Cantonese, and English.",E6,English,HE,Heritage,ACHE2012,0,False
Mm yes,Mm:: .. yes.,E2,English,HE,Heritage,ACHE2012,1,True
Mm I feel like it's part of my it's a strong part of my identity of being like from Hong Kong,Mm:: I feel like it's... part of... my::-- it's a strong part of my:: identity? of being like... from Hong Kong?,E21,English,HE,Heritage,ACHE2012,1,True
So I would be very disappointed if my grandchildren did not know how to speak it,So I would be very disappointed if my grandchildren.. did not know.. how to speak it.,E16,English,HE,Heritage,ACHE2012,0,False
And like I feel like I think like my parents would say the same,"And like, I feel like-- I think like my parents would say the same.",E14,English,HE,Heritage,ACHE2012,0,False
Yeah because one of in the uh uh HKSA there was a lot of different types of uh Hong Kong people,"Yeah, because, one of-- in the:: uh:: uh, HKSA, there was a lot of different types of, uh:: .. Hong Kong people?",E21,English,HE,Heritage,ACHE2012,3,True
Um and,Um:: and:: ..,E2,English,HE,Heritage,ACHE2012,1,True
uh one of them had I think in out of everyone she had the strongest accent cause she only came here to study during the middle of high school so she was at local school for most of the time,"uh, one of them.. had-- I think.. in-- out of everyone she had the strongest accent 'cause she only came here:: to:: study during the middle of high school? so she was at local school.. for most of the time?",E40,English,HE,Heritage,ACHE2012,1,True
Or other than that and then she would be um like a lot of people would tease her about her accent but I thought it was fine,"Or, other than that, and then she would be, um::-- like, a lot of people would tease her about her accent, but I thought it was fine.",E27,English,HE,Heritage,ACHE2012,1,True
I think it's like the Hong Kong English accent would be more um or they would have a British accent But that is the only main difference I can think of,I think it's.. like the Hong Kong English accent would be more:: um..-- or they would have a British accent.,E31,English,HE,Heritage,ACHE2012,1,True
I think it's like the Hong Kong English accent would be more um or they would have a British accent But that is the only main difference I can think of,But that.. is the only main difference I can think of?,E31,English,HE,Heritage,ACHE2012,1,True
Um that's it I think,"Um::... that's it, I think.",E5,English,HE,Heritage,ACHE2012,1,True
Mm only very rarely,Mm:: only very rarely?,E4,English,HE,Heritage,ACHE2012,1,True
Uh like out of everyone I know I think only one or two people have mentioned that they think I have an accent,"Uh, like.. out of everyone I know, I think only one or two people have mentioned that they think I have an accent?",E23,English,HE,Heritage,ACHE2012,1,True
Cause one of the person was like oh I thought you were international Or the other person was like oh yeah you sound your English sounds like uh Hong Kong English or something,"'Cause one of the person was like, oh, I thought you were international.",E33,English,HE,Heritage,ACHE2012,1,True
Cause one of the person was like oh I thought you were international Or the other person was like oh yeah you sound your English sounds like uh Hong Kong English or something,"Or, the other person was like, oh yeah you sound-- your English sounds like, uh:: Hong Kong English, or something.",E33,English,HE,Heritage,ACHE2012,1,True
I was like oh okay But the funny thing is they were the people who commented were like ABCs,"I was like, oh:: okay.",E19,English,HE,Heritage,ACHE2012,0,False
I was like oh okay But the funny thing is they were the people who commented were like ABCs,"But the funny thing is they were-- the people who commented were, like ABCs.",E19,English,HE,Heritage,ACHE2012,0,False
Mm American English,Mm:: .. American English?,E3,English,HE,Heritage,ACHE2012,1,True
Yeah um I actually don't know Cause New Hampshire doesn't really have an accent,Yeah um:: I actually don't know.,E14,English,HE,Heritage,ACHE2012,1,True
Yeah um I actually don't know Cause New Hampshire doesn't really have an accent The closest accent we would have is like Boston but like you said I don't really um drop my R's or anything,'Cause New Hampshire doesn't really have an accent?,E36,English,HE,Heritage,ACHE2012,2,True
Cause New Hampshire doesn't really have an accent The closest accent we would have is like Boston but like you said I don't really um drop my R's or anything,"The closest accent we would have, is like, Boston, but like you said, I don't really.. um drop my R's or anything?",E30,English,HE,Heritage,ACHE2012,1,True
Uh I think I have a very unique cause I feel like sometimes with some things I say I do have an accent Like when you cause normally people say uh salmon but I'll say like salmon,"Uh I think I have a very unique-- 'cause I feel like sometimes with some things I say, I do have an accent?",E37,English,HE,Heritage,ACHE2012,2,True
Uh I think I have a very unique cause I feel like sometimes with some things I say I do have an accent Like when you cause normally people say uh salmon but I'll say like salmon So I'll like enunciate the L,"Like, when you::--   'cause normally people say:: uh, salmon, but I'll say like, salmon.",E43,English,HE,Heritage,ACHE2012,2,True
Like when you cause normally people say uh salmon but I'll say like salmon So I'll like enunciate the L Or like you know you know that brand uh Vineyard Vines,So I'll like enunciate the L?,E31,English,HE,Heritage,ACHE2012,2,True
So I'll like enunciate the L Or like you know you know that brand uh Vineyard Vines,"Or like, you know::-- you know that brand, uh:: Vineyard Vines?",E17,English,HE,Heritage,ACHE2012,1,True
Uh I said like Vine yard Vines for the longest time,"Uh, I said like, Vine-yard Vines for the longest time.@",E11,English,HE,Heritage,ACHE2012,1,True
Yeah because I don't think New Hampshire has any type uh of accent Like I know there's Southern dialect,"Yeah::, because I don't think New Hampshire.. has any:: type, uh:: of accent?",E19,English,HE,Heritage,ACHE2012,1,True
Yeah because I don't think New Hampshire has any type uh of accent Like I know there's Southern dialect,Like I know there's Southern dialect.,E19,English,HE,Heritage,ACHE2012,1,True
Um like cause it's very apparent,Um:: like-- 'cause it's very apparent?,E6,English,HE,Heritage,ACHE2012,1,True
But um other than that no,"But, um:: other than that,  no.",E6,English,HE,Heritage,ACHE2012,1,True
I think I used to speak better but I haven't been to Hong Kong for four years because of the pandemic,"I think I used to speak better, but I haven't been to Hong Kong for.. four years because of the pandemic?",E21,English,HE,Heritage,ACHE2012,0,False
So I haven't had a chance to practice and also like I'm away from my family Uh so I don't speak it as often as I did,"So I haven't had a chance to practice and also like, I'm away from my family?",E27,English,HE,Heritage,ACHE2012,1,True
So I haven't had a chance to practice and also like I'm away from my family Uh so I don't speak it as often as I did And when I was uh with my uh family we'd always watch TVB so I'd just pick up some stuff from that,Uh:: so:: I:: don't speak it.. as often as I did.,E49,English,HE,Heritage,ACHE2012,3,True
Uh so I don't speak it as often as I did And when I was uh with my uh family we'd always watch TVB so I'd just pick up some stuff from that,"And, when I was.. uh:: with my, uh:: family, we'd always watch TVB so I'd just pick up some stuff from that?",E33,English,HE,Heritage,ACHE2012,3,True
