sentence,pattern,num_matches,has_match,best_similarity,has_c_to_e,has_e_to_c,match_1_similarity,match_1_language,match_2_similarity,match_2_language,match_3_similarity,match_3_language
但係 但係 如果 啫 係 同 返 自己 啲 friend 啊 大家 係 ah 廣東人 啊 香港人 係咪 噉 梗係 依然 呢 偏 中 囉 係咪,C9-E1-C3-E1-C12,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.7142857142857143,english,0.7142857142857143,english
Eh 好 自然 㗎 嘛 噉 我 有時 啫 係 send SMS 嗰啲 嘢 WhatsApp 嗰啲 嘢 啊 係咪,E1-C9-E2-C2-E1-C4,50,True,1.0,True,True,1.0,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
我 都 會 用 啫 係 eh Kongish 啫 係 eh 港式 嘅 英文 啊,C6-E2-C2-E1-C4,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.7142857142857143,english,0.7142857142857143,english
噉 我 覺得 啫 係 好似 有啲 humor 噉樣 係咪,C7-E1-C2,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
噉 佢 識睇 英文 啊 嘛 噉 又 識 廣東話 哇 噉 嘛 大家 都 un 啦 係咪 噉 啊 大家 好 囉,C15-E1-C7,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
哦 code switching 啊 嘛,C1-E2-C2,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
係 我 明白 你 乜嘢 嘅 呢個 呢個 phenom,C8-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
Eh 我 啫 係 好似 而家 噉樣 啊 係咪 啫 係 我 知 啫 係 睇 吓 啫 係 睇 吓 邊個 啦 ah 同邊個 講嘢 啦,E1-C22-E1-C3,30,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
但係 至 我 啲 friend 呢 如果 我哋 講 廣東話 呢,C4-E1-C6,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,english
我哋 其實 好奇 怪 嘅 噉 樣 Ah,C7-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
我哋 其實 好奇 怪 嘅 噉 樣 Ah 啫 係 多數 喺 呢 都 出世 嗰啲 呢 我哋 唔 慣 講 廣東話,C7-E1-C14,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
Ah 雖然 啫 係 係 呀 大家 識講 啊 我 知 你 識講 你 又知 我 識講 啊 係咪 但係,E1-C19,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
但係 如果 我哋 係 會 講 中文 呢 ah 點講 好 呀 啫 係 係 間接 性 嘅 啫 係 啫 係 尤其是 啫 係 唔 想 啫 係 其他人 聽到 啊 我 哋 就 彈 返 啲 中文 囉 彈 返 啲 廣東話 囉,C8-E1-C36,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
Ah 其實 我 好 想 嘅 但係 你 知 啦 呢 種種 因素 係咪,E1-C13,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Ah 例如 家長 嗰啲 嘢 啊 係咪,E1-C6,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
老一輩 反而 我 就 覺得 ah 因為 係 或者 畀 人 一個 尊敬 啊 係咪,C5-E1-C9,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
Ah 例如 買餸 啊 嗰啲 啊 我 真係 no problem 㗎 喎,E1-C7-E2-C2,30,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Ah 反而 係 啫 係 同 同輩 嗰啲 呢 就 覺得 有啲 尷尬,E1-C12,10,True,1.0,False,True,1.0,cantonese,0.8,cantonese,0.8,cantonese
啫 係 例如 啊 我 喺 唐人街 啊 eh 啫 係 啫 係 好似 移民 嗰時 候 呢 就 我哋 交 uh 交稅 表 嗰啲 嘢 啊 係咪 話 搵人 做 啊 喺 唐人街 搵人 做 因為 平 啲 啊 嘛 噉 同 個 女仔 講 廣東話 但係 噉 岩 撞到 佢 係 中學 同學,C8-E1-C12-E1-C33,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
Uh 佢 講 英文 㗎 喎 噉咪 同 佢 講 英文 囉 係咪 噉 啫 刻 嗰個 女仔 就 同 我 講 英文,E1-C22,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
噉 噉 所以 唔係 啫 係 話 啫 係 係 我哋 呢個 connection 啊,C12-E1-C1,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
啊 啫 係 我哋 呢度 長大 呢個 connection 我哋 覺得 eh 啫 係 起碼 啫 係 英文 係 優先 嘅,C7-E1-C2-E1-C9,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
係 啊 啫 係 就 有 呢個 eh 隔膜 eh 囉 噉 所以 你 話,C7-E1-C1-E1-C5,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
隔膜 囉 噉 所以 你 話 code switch 喎 呢個 phenom 呢 我哋 多數 係 用 英文 開頭 嘅,C6-E2-C2-E1-C8,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
Ah 就 間唔中 就 加 啲 eh 中文 嘅 eh 詞語,E1-C5-E1-C2-E1-C1,50,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
但係 好 少 話 真係 如果 同 我 同輩 呢 ah 同輩 溝通 之下 啦 我哋 係 會 極少 用 中文 為 主 然後 用 英文 去 code switch,C10-E1-C16-E2,30,True,0.8,True,True,0.8,english,0.8,english,0.8,english
但係 好似 正如 我 頭先 噉講 呢 啫 係 用 SMS 啊 Facebook 嗰時 候 呢 ah 我 依家 都 會 啫 係 用 嗰啲 港式 英文 嚟 同 佢哋 溝通,C10-E1-C1-E1-C3-E1-C14,60,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,cantonese
噉 啊 我 有時 都 ah 啫 係 例如 啊 啊 講 講 啫 係 多謝 啊 係咪 我 都 會 打 好似 話 呢 幾 個 字 噉樣 係咪,C5-E1-C24,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
噉 佢 問 咩意思 啊 噉 我 咪話 翻譯 囉 你 翻譯 中文 你 啊 你 啊 明白 啦 呢 幾 個 字 哦 okay 我 明白 明白,C24-E1-C3,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
啫 係 我 ah 所以 佢哋 呢度 出世 嗰啲 呢 喺 New York 我 唔知 佢 三藩市 佢哋 點 嘅 嗰邊 係 點 呢 係咪,C3-E1-C7-E2-C12,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
譬如 其實 嗰邊 多 ah 華人 噉 啊 尤其是 廣東人 但係 呢 邊 New York 都 呢 ah 啫 係 個 趨勢 呢 都 係 可以 噉講 又 係 啫 係 想 融合 嗰隻 呢 eh 同 當地 文化 融合 唔 想話 落後 啊,C4-E1-C8-E2-C2-E1-C17-E1-C8,80,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
但係 啫 係 好似 既然 係 ah 打 個 譬如 啫 係 好 似 星加坡 人士 佢哋 有 個 有 一句 呀 係 叫 驚 輸 呀,C6-E1-C20,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
我哋 其實 係 同樣 感受 到 呢個 uh 感覺,C7-E1-C1,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
所以 呢 睇 唔 起 自己 啊 所以 就 ah 寧願 犧牲 uh 廣東話 係噉 嘅,C9-E1-C2-E1-C3,40,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
所以 啫 係 我 啫 係 好 佩 就 長篇大論 呢 啫 係 好 有 膽力 噉樣 㗎 啫 係 如 你 話 code switch 呢個 phenom 係 啫 係 我哋 多數 係 大部分 啫 係 同埋 用 英文 嘅,C23-E2-C1-E1-C13,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,english
但係 ah 上 一輩 嗰啲 同上 一輩 佢哋 講 呢 我 間唔中 呢 都 講返 啲 英文 囉,C1-E1-C16,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
啫 係 睇 邊個 囉 睇 吓 邊個 囉 睇 吓 嗰 啫 係 如果 話 係 啫 係 知道 佢哋 完全 唔 識 英文 啊 我 唔會 code switch,C28-E2,10,True,0.6,True,False,0.6,english,0.6,english,0.6,english
但係 如果 知 啊 佢哋 譬如 係 香港人 啊 係咪 噉 啦 你 知 啦 ah 香港 嗰啲 佢哋 嗰個 uh 上 一代 呢 佢哋 係 上 過 英文 課 ah 係 啊 ah 上 過 英文 㗎 嘛 係咪 噉 呢 佢哋 會 ah 想 嚟 話 好似 impress 我哋 啦,C15-E1-C4-E1-C9-E1-C2-E1-C10-E1-C4-E1-C2,120,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
係咪 想 同 我哋 溝通 呢 噉 所以 我哋 我 都 會 依然 同 佢哋 乜嘢 嘅 ah 間唔中 間唔中 講 ah 講返 啲 英文 同埋 你 都 聽到 啦 如果 我,C17-E1-C3-E1-C10,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
講返 啲 英文 同埋 你 都 聽到 啦 如果 我 code switch 嗰時 候 呢 我 唔係 話 我 本身 嘅 美式 英文 啊 或者 紐約 式 英文 嚟 發音 英文 嘅,C10-E2-C20,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
Ah 相反 呢 我 就 如果 我 係 用 講開 廣東話 呢 我 發音 呢 用 英文 發音 呢 係 其實 係 靠近 啫 係 英 式 英文 嚟 發音 嘅,E1-C30,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
我 就 講開 英文 就 用返 我 自己 嘅 ah 美式 英文 嚟 噉講 囉,C9-E1-C5,20,True,0.5714285714285714,True,True,0.5714285714285714,english,0.5714285714285714,english,0.5714285714285714,english
啫 係 我 啲 friend 噉 同 我 講 喇 我 都 係 啫 係 開頭 呢 係 但係 講 廣東話 嘅 時 嗰時 候 呢 我 就,C4-E1-C23,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
ah 就 由 我 噉 依家 噉 個 發音 噉囉,E1-C9,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
Eh 結束 啦 係,E1-C3,10,True,0.75,False,True,0.75,cantonese,0.75,cantonese,0.75,cantonese
中英 夾雜 呀 Ah,C3-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
中英 夾雜 呀 Ah 啫 係 如果 佢哋 好 少 啫 係 睇 每個人 囉,C3-E1-C11,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
Ah 其實 呢 啫 係 譬如 我 龍舟 隊 啦 我 龍舟 隊 當中 呢 ah 有 個人 呢 佢 就 都 會 噉樣 啫 係 集合 eh 中英 嘅,E1-C14-E1-C11-E1-C2,50,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
佢哋 好 少 話 係 會 code switch 一係 中文 一係 英文 囉,C6-E2-C5,20,True,0.5714285714285714,True,True,0.5714285714285714,english,0.5714285714285714,english,0.5714285714285714,english
喇 如果 係噉 樣 啦 有 個 分歧 嘅 多數 都 英文 唔會 話啫 係 間唔中 啊 throw 啲 ah 中文 落去 啊 throw 啲 ah 中文 落去 啊,C23-E1-C1-E1-C3,40,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.7142857142857143,english,0.7142857142857143,english
Ah 有 一個 呢 中文 呢 我 都 聽到 啦 佢 係 都 唔會 話 code switch 啦,E1-C14-E2-C1,30,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
Ah 啫 係 我 唔知 啫 係 點解 啫 係 可能 可能 睇 每個人 啊,E1-C14,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
啫 係 中途 係咪 你 講 吓 講 吓 中文 呢 突然間 有啲 English 係咪 English 係咪,C15-E1-C1,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.8,english
所以 就 會 係 一種 ah 一種 技巧 啊,C5-E1-C3,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.7142857142857143,english,0.7142857142857143,english
但係 啫 係 中英 喺 New York 呢 我 呢個 phenom 我 覺得 好 少見 到,C5-E2-C3-E1-C5,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,english
Ah 講 吓 西班牙 話 嗰啲 人士 呢 呢 都 真係 見 得 多 喎 佢,E1-C15,10,True,1.0,False,True,1.0,cantonese,0.8,cantonese,0.8,cantonese
講 吓 西班牙 話 嗰啲 人士 呢 呢 都 真係 見 得 多 喎 佢 code switch,C15-E2,10,True,0.6,True,False,0.6,english,0.6,english,0.6,english
就係 噉樣 嘅 可能 呢 啫 係 我哋 因為 受到 你 知 影響 啊 ah 我哋 啫 係 suppress suppress 啫 係 壓低 啊 ah 打 甚至 啊 強力 啫 係 逼 自己 講 英文 呀,C14-E1-C4-E1-C16,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
suppress 啫 係 壓低 啊 ah 打 甚至 啊 強力 啫 係 逼 自己 講 英文 呀 ah 啫 係 壓低 啊 ah 打 甚至 啊 強力 啫 係 逼 自己 講 英文 呀,E1-C16-E1-C16,30,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
所以 呢 就 唔會 有 呢個 能力 ah 啫 係 好多 人 唔會 有 呢個 能力 就 code switch,C7-E1-C9-E2,30,True,0.8,True,True,0.8,english,0.8,english,0.8,english
好多時 都 噉樣 諗 唔會 話 除非 呢 啫 係噉 講 一係 佢 中文 呢 就 唔 識 ah 好多時 都 噉樣 諗 唔會 話 ah 除非 呢 啫 係噉 講 一係 佢 中文 呢 就 唔 識,C18-E1-C19,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
係 啊 啫 係 如果 code switch 呢 我 呢個 多數 見到 呢個 phenom 呢 係 當中 呢 多數人 係 啲 人 ah 想 講 中文 但係 唔 識講 eh 嗰 句 呀,C5-E2-C6-E1-C8-E1-C6-E1-C3,80,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8333333333333334,cantonese
尤其是 嗰個 詞 係 比較 ah 深厚 啲 阿 uh 深厚 啲 或者 係 係 技術 上 嘅 嘅 術語 啊,C5-E1-C3-E1-C11,40,True,0.5714285714285714,True,True,0.5714285714285714,english,0.5714285714285714,english,0.5714285714285714,english
但係 我 啫 係 好 似 字 噉講 呢 Ah,C9-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
但係 我 啫 係 好 似 字 噉講 呢 Ah 好 小 話 從 英文 講開 呢 佢 就 會 eh code switch 就 掟 返 啲 中文 我 就 好 少見,C9-E1-C10-E3-C9,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
係 因為 我哋 覺得 呢 啫 係 英文 就 比較 係 個 priority Ah,C12-E2,10,True,0.8,True,False,0.8,english,0.8,english,0.8,english
priority Ah 係 主要 個 優先,E2-C4,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
所以 我 最 問 聲 你 係 eh 係 eh 係 grad school 係 eh 係 讀 linguistics 係咪,C7-E1-C1-E1-C1-E2-C1-E1-C2-E1-C1,100,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
其他 啲 語言 Uh,C3-E1,10,True,1.0,True,False,1.0,english,0.75,english,0.75,english
其他 啲 語言 Uh 我 識講 少少 法文 不過 唔係 好 叻,C3-E1-C8,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
Uh 中文,E1-C1,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,0.5,cantonese
Uh 我 都 識講 少少 國語 話 不過 我 識聽 多 啲 不過 我 講 唔係 好 叻 不過 識講 少少,E1-C20,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
你 分別 oh 同邊個 人,C2-E1-C2,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
國語 係 得 嘅 uh 最多 係 得 嘅 同 啲 uh 大人 喺 我 家人 或者 喇 佢哋 啲 朋友 同 佢哋 啲 朋友 用,C4-E1-C6-E1-C14,40,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,english,0.7142857142857143,english
Uh let's see 英文 係 喺 uh basically everything else 同 朋友 或者 同 喺 學校 或者 喺,E3-C3-E4-C8,30,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
uh basically everything else 同 朋友 或者 同 喺 學校 或者 喺 uh 或者 同 個 employer 係 講 英文,E4-C8-E1-C3-E1-C3,50,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.7142857142857143,cantonese,0.7142857142857143,english
噉樣 法文 係 得 幾 我 講 我 好 少 用 係 得 幾 一時時 上網 或者 uh 同 個 法文 老師 講 不過 嗰個 係 um 我 喺 高中 學 咗 講 而家 我 都 小 啲 用,C17-E1-C8-E1-C12,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,english,0.7142857142857143,english
國語 係 都 係 一時時 同一 啲 uh 朋友 講 或者 uh 同一 啲 大人 講 不過 不過 多數 喺 係 uh 朋友 或者 係 我 家人,C7-E1-C3-E1-C9-E1-C5,60,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
Uh 廣東話 國語 uh Annam 話 uh sorry 越南話 Uh um,E1-C2-E2-C1-E2-C1-E2,54,True,1.0,True,True,1.0,english,0.8,english,0.8,english
Uh um 佢哋 都 識講 英文 uh 少少 潮 潮州 應該 係噉 多,E2-C4-E1-C6,30,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.7142857142857143,english,0.6666666666666667,cantonese
係 我 唔 識聽 我 得 個 點樣 識聽 釋 文 uh 釋 文 係 啊,C11-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.5714285714285714,english,0.5714285714285714,english
Uh 睇 吓 我 個 uh depends on who the spouse is right because 因為 um 喺 美國 佢 住 喺度 多數 都 好多 人 都 結婚 同 個人 唔 識講 佢哋 個 個 heritage language 𠺢嘛,E1-C4-E9-C1-E1-C18-E2-C1,70,True,0.8333333333333334,True,True,0.8333333333333334,english,0.8333333333333334,english,0.8,cantonese
噉樣 我 覺 多數 都 唔係 好 important 不過,C7-E1-C1,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
不過 it is 我 識 我 教 佢 地 少少 都 會 都 好,C1-E2-C11,20,True,1.0,True,True,1.0,english,1.0,english,1.0,english
Uh 我 覺 係 is like um wait 我 點樣 feel 呀,E1-C3-E4-C2-E1-C1,50,True,1.0,True,True,1.0,english,1.0,cantonese,1.0,cantonese
我 覺 係 少少 奇怪 因為 um 多數 啲 like you're not supposed to make fun of someone for speaking a language if it's not their first language,C6-E1-C2-E19,30,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
不過 um 我 覺 唔係 好 唔係 好 大件事 不過 uh yeah 我 我 覺 唔係 always uh not in good taste,C1-E1-C8-E2-C4-E6,50,True,0.8,True,True,0.8,english,0.8,english,0.8,english
我 個 英文 uh uh 有 我 記得 uh 一時時 我 有 uh 少少 我 咪有 我 無 個 accent 不過 一時時 我 有 um 我 唔 拼音 得 一啲 一啲 字 噉樣 係 囉,C3-E2-C3-E1-C3-E1-C6-E1-C4-E1-C10,100,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
Uh 一 直 講 uh 畀 uh 我 我 家 人 講 囉 Uh,E1-C3-E1-C1-E1-C6-E1,60,True,0.75,True,True,0.75,english,0.75,english,0.75,english
Uh 因為 我 係 個 um 屬於 個 ABC 吖 佢哋 覺 我 啲,E1-C4-E1-C2-E1-C5,50,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8,cantonese,0.8,cantonese
吖 佢哋 覺 我 啲 uh 廣東話 都 係 算 都 唔錯 啊,C5-E1-C7,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
我 都 唔知 啊 我 覺 我 都 唔知 有 乜嘢 variety,C11-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
Uh 我 都 覺 都 係 似 啲 廣州 廣東話 我 爸爸 成日 講,E1-C13,10,True,1.0,False,True,1.0,cantonese,0.8,cantonese,0.8,cantonese
我 都 覺 都 係 似 啲 廣州 廣東話 我 爸爸 成日 講 uh 似 啲 廣州 廣東話,C13-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
我 覺 uh 都 唔係 都 唔係 uh uh 唔係 好 緊要 我 覺 uh 係 得 幾 好多 啲 uh 人 住 附近 廣州 或者 喺 南 中國 um uh 應該 都 識 少少 不過 我 覺 唔係 好 緊要,C2-E1-C4-E2-C5-E1-C5-E1-C8-E2-C10,100,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8333333333333334,english
Uh uh 梗係 有 啊 我 我 覺 uh 畀 uh 好 緊要 畀 我 個 identity as like a Chinese American,E2-C6-E1-C1-E1-C5-E6,60,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.7142857142857143,english
Uh 因為 uh 多數 都 好 緊要 好似 我 uh 返 返 我 個 屋企 喺 uh Monterey Park 度 吖 我 我 多數 用 同 我 家人 或者 行出 街,E1-C1-E1-C6-E1-C6-E3-C12,70,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8333333333333334,english,0.8333333333333334,english
度 吖 我 我 多數 用 同 我 家人 或者 行出 街 uh 買 少少 嘢 都 要 用 噉 我 覺,C12-E1-C9,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
買 少少 嘢 都 要 用 噉 我 覺 uh even though 我 唔 用 喺 我 覺 我 都 唔 用 好多 我 覺 都 係 緊要 畀 我 個 identity,C9-E3-C19-E1,30,True,1.0,True,True,1.0,english,0.8571428571428572,english,0.75,english
Uh Uh 噉樣 多數 喺 屋企 同 家人 用 廣東話 同埋 英文 係 畀 everything else really At school with friends with even actually with my cousins of the same generation as me I'll speak um English with them,E2-C12-E25,14,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
我 真係 覺 um 噉樣 好 少 喺 我 喺 我 個 屋企 係 得 嘅 講 廣東話,C3-E1-C14,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
不過 uh 我 想 講笑 佢哋 一時時 我 講 廣東話 不過 uh 係 多數 得 嘅 噉樣 個 divide 囉,C1-E1-C9-E1-C6-E1-C1,60,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8,english
Okay so um for English in a Chinese conversation when I'm talking with my parents uh 因為 我 唔 識 一啲 字 啊 嘛 Uh,E16-C8-E1,20,True,0.8,True,True,0.8,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
Uh 因為 uh 我 學 廣東話 係 得 既 係 佢哋 啲 口 佢哋 講 畀 我 學 我 無 真係 坐低 讀書 噉樣 學 囉,E1-C1-E1-C23,30,True,1.0,True,True,1.0,english,0.8333333333333334,english,0.8333333333333334,english
我 無 真係 坐低 讀書 噉樣 學 囉 Uh,C8-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
我 無 真係 坐低 讀書 噉樣 學 囉 Uh 不過 like but for using um Chinese in an English conversation um,C8-E1-C1-E11,30,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.5714285714285714,english
Uh 你 可以 叫 我 得 㗎 啦,E1-C7,10,True,1.0,False,True,1.0,cantonese,0.8,cantonese,0.8,cantonese
我 係 喺 美國 Berkeley 出世,C4-E1-C1,20,True,1.0,True,True,1.0,english,1.0,cantonese,1.0,cantonese
讀緊 linguistics 語言學,C1-E1-C1,20,True,0.6666666666666667,True,True,0.6666666666666667,english,0.6666666666666667,english,0.6666666666666667,english
Uh 我 老豆 其實 係 七十 七十 幾 啫 係 一 七幾年 就 過 咗 嚟 嘅,E1-C16,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Uh 佢 就 通過 嗰啲 讀書 uh 讀書 跟住 喺度 啫 係 啩,E1-C5-E1-C6,30,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
係 uh 老豆 就 去 咗 Michigan,C1-E1-C4-E1,30,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
阿婆 婆 就 香港 出世 uh 公公 就 好似 新會 人 囉 新會 出世,C5-E1-C8,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
我 係 only child,C2-E2,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
我 係 喺 我 係 喺 東 uh 三藩市 東 灣 啫 係 East Bay 嗰度 長大,C7-E1-C5-E2-C2,40,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Uh 淨係 住 咗 兩 個 㗎 其實,E1-C7,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
啫 係 East Bay 某 個 小 某 個 suburbs 城市 然之後 就 搬 咗 去 三藩市 噉囉,C2-E2-C5-E1-C8,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,cantonese,0.8571428571428572,cantonese
哦 噉 三 個 okay,C4-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
Uh 啫 係 學校 名,E1-C4,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
哦 okay,C1-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
Uh elementary school 喺 一度 叫 San Leandro 嘅 city 度 讀 啦,E3-C3-E2-C1-E1-C3,50,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
然之後 middle school 就 讀 咗 喺 San Leandro 讀 咗 一個 禮拜 就 離開 咗 喇,C1-E2-C4-E2-C8,40,True,0.8,True,True,0.8,english,0.8,english,0.8,english
係 囉 搬 咗 去 三藩市 讀 middle school high 同埋 school high school 囉,C7-E3-C1-E3-C1,40,True,0.75,True,True,0.75,cantonese,0.75,cantonese,0.75,cantonese
係 小學 uh 一年級 暑假,C2-E1-C2,20,True,0.8,True,True,0.8,english,0.8,english,0.6,english
都 因為 媽咪 係 preschool teacher 啦 同埋,C4-E2-C2,20,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
