original,cleaned,annotation_text_before,annotation_text_after
--,,我 老 豆 其 實 係 七 十 - -   七 十 . .   幾 - -   啫 係 一 - -   七 幾 年 就 過 咗 嚟 嘅 .,我 老豆 其實 係 七十 七十 幾 啫 係 一 七幾年 就 過 咗 嚟 嘅
--,,我 - -   我 對 : : - -   我 覺 - -   我 諗 呢 因 為 我 - -   我 自 己 對 . .   中 國 - -   嘅   s t i g m a,我 我 對 我 覺 我 諗 呢 因為 我 我 自己 對 中國 嘅 stigma
--,,我 - -   我 對 : : - -   我 覺 - -   我 諗 呢 因 為 我 - -   我 自 己 對 . .   中 國 - -   嘅   s t i g m a,我 我 對 我 覺 我 諗 呢 因為 我 我 自己 對 中國 嘅 stigma
--,,我 - -   我 對 : : - -   我 覺 - -   我 諗 呢 因 為 我 - -   我 自 己 對 . .   中 國 - -   嘅   s t i g m a,我 我 對 我 覺 我 諗 呢 因為 我 我 自己 對 中國 嘅 stigma
--,,我 - -   我 對 : : - -   我 覺 - -   我 諗 呢 因 為 我 - -   我 自 己 對 . .   中 國 - -   嘅   s t i g m a,我 我 對 我 覺 我 諗 呢 因為 我 我 自己 對 中國 嘅 stigma
--,,我 - -   我 對 : : - -   我 覺 - -   我 諗 呢 因 為 我 - -   我 自 己 對 . .   中 國 - -   嘅   s t i g m a,我 我 對 我 覺 我 諗 呢 因為 我 我 自己 對 中國 嘅 stigma
--,,"可 以 接 受 - -   可 以 感 受 到 佢 哋 嘅 愛 噉 啊 ,   所 以 就",可以 接受 可以 感受 到 佢哋 嘅 愛 噉 啊 所以 就
--,,"啊 ,   個 啲 呢 ,   所 以 我 係 : : - -   啫 係 我 - -   我 心 目 中 裡 面 係 有 個",啊 個 啲 呢 所以 我 係 啫 係 我 我 心目中 裡面 係 有 個
--,,"啊 ,   個 啲 呢 ,   所 以 我 係 : : - -   啫 係 我 - -   我 心 目 中 裡 面 係 有 個",啊 個 啲 呢 所以 我 係 啫 係 我 我 心目中 裡面 係 有 個
--,,都 - -   因 為 媽 咪 係,都 因為 媽咪 係
--,,佢 - -,佢
"基 本 上 都 冇 乜 機 會 可 以 講 到 廣 東 話 — 𡅅 , 去 去 去 中 國 餐 廳 囉 .",基本上 都 冇乜 機會 可以 講到 廣東話 𡅅 去 去 去 中國 餐廳 囉,"基 本 上 都 冇 乜 機 會 可 以 講 到 廣 東 話 — 𡅅 , 去 去 去 中 國 餐 廳 囉 .",基本上 都 冇乜 機會 可以 講到 廣東話 𡅅 去 去 去 中國 餐廳 囉
"有 時 我 都 唔 記 得 啲 成 語 點 講 , 佢 就 — 你 好 似 唔 係 好 識 講 中 文 .",有時 我 都 唔記得 啲 成語 點講 佢 就 你 好似 唔係 好 識講 中文,"成 語 , 有 時 我 都 唔 記 得 啲 成 語 點 講 , 佢 就 — 你 好 似 唔 係 好 識 講 中 文 .",成語 有時 我 都 唔記得 啲 成語 點講 佢 就 你 好似 唔係 好 識講 中文
"香 , 佢 燒 香 , 即 係 都 會 — 拜 吓 神 , 但 係 唔 會 去 任 何",香 佢 燒香 即係 都 會 拜 吓 神 但係 唔會 去 任何,"香 , 佢 燒 香 , 即 係 都 會 — 拜 吓 神 , 但 係 唔 會 去 任 何",香 佢 燒香 即係 都 會 拜 吓 神 但係 唔會 去 任何
"救 火 車 , 或 者 —",救火車 或者,"救 火 車 , 或 者 —",救火車 或者
"咁 普 通 話 呢 , 我 阿 媽 —",咁 普通話 呢 我 阿媽,"咁 普 通 話 呢 , 我 阿 媽 —",咁 普通話 呢 我 阿媽
就 會 突 顯 咗 — —,就 會 突顯 咗,就 會 突 顯 咗 — —,就 會 突顯 咗
就 會 突 顯 咗 — —,就 會 突顯 咗,就 會 突 顯 咗 — —,就 會 突顯 咗
你 係 — —,你 係,你 係 — —,你 係
你 係 — —,你 係,你 係 — —,你 係
即 撇 除 話 — —,即 撇除 話,即 撇 除 話 — —,即 撇除 話
即 撇 除 話 — —,即 撇除 話,即 撇 除 話 — —,即 撇除 話
又 或 者 係 比 較 — —,又 或者 係 比較,又 或 者 係 比 較 — —,又 或者 係 比較
又 或 者 係 比 較 — —,又 或者 係 比較,又 或 者 係 比 較 — —,又 或者 係 比較
咁 但 係 呢 度 — —,咁 但係 呢度,咁 但 係 呢 度 — —,咁 但係 呢度
咁 但 係 呢 度 — —,咁 但係 呢度,咁 但 係 呢 度 — —,咁 但係 呢度
喺 我 身 上 唔 係 — —,喺 我 身上 唔係,喺 我 身 上 唔 係 — —,喺 我 身上 唔係
喺 我 身 上 唔 係 — —,喺 我 身上 唔係,喺 我 身 上 唔 係 — —,喺 我 身上 唔係
即 由 幼 稚 園 去 到 : : — —,即由 幼稚園 去到,即 由 幼 稚 園 去 到 : : — —,即由 幼稚園 去到
即 由 幼 稚 園 去 到 : : — —,即由 幼稚園 去到,即 由 幼 稚 園 去 到 : : — —,即由 幼稚園 去到
"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比,"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比 較 開 放 — — 我 覺 得 香 港 人 最 緊 要 係 ,",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比較 開放 我 覺得 香港人 最緊要 係
"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比,"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比 較 開 放 — — 我 覺 得 香 港 人 最 緊 要 係 ,",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比較 開放 我 覺得 香港人 最緊要 係
"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比,"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比 較 開 放 — — 我 覺 得 香 港 人 最 緊 要 係 ,",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比較 開放 我 覺得 香港人 最緊要 係
"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比,"但 係 我 覺 得 個 — — 即 係 其 實 , 最 緊 要 我 覺 得 都 係 比 較 開 放 — — 我 覺 得 香 港 人 最 緊 要 係 ,",但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比較 開放 我 覺得 香港人 最緊要 係
係 囉 . 就 係 咁 樣 都 係 出 去 — — 即 係 同 啲 朋 友 嘅 話 都 係 用 廣 東 話,係 囉 就係 咁 樣 都 係 出去 即係 同 啲 朋友 嘅話 都 係 用 廣東話,"係 囉 . 就 係 咁 樣 都 係 出 去 — — 即 係 同 啲 朋 友 嘅 話 都 係 用 廣 東 話 多 , 其 實 廣 東 話 咁 呀 , 係 啦 .",係 囉 就係 咁 樣 都 係 出去 即係 同 啲 朋友 嘅話 都 係 用 廣東話 多 其實 廣東話 咁 呀 係 啦
係 囉 . 就 係 咁 樣 都 係 出 去 — — 即 係 同 啲 朋 友 嘅 話 都 係 用 廣 東 話,係 囉 就係 咁 樣 都 係 出去 即係 同 啲 朋友 嘅話 都 係 用 廣東話,"係 囉 . 就 係 咁 樣 都 係 出 去 — — 即 係 同 啲 朋 友 嘅 話 都 係 用 廣 東 話 多 , 其 實 廣 東 話 咁 呀 , 係 啦 .",係 囉 就係 咁 樣 都 係 出去 即係 同 啲 朋友 嘅話 都 係 用 廣東話 多 其實 廣東話 咁 呀 係 啦
"都 有 , 都 分 佈 得 , 都 — — 即 係 其 實 自 己 比 較 多 , 就 係 ,",都 有 都 分佈 得 都 即係 其實 自己 比較 多 就係,"都 有 , 都 分 佈 得 , 都 — — 即 係 其 實 自 己 比 較 多 , 就 係 ,",都 有 都 分佈 得 都 即係 其實 自己 比較 多 就係
"都 有 , 都 分 佈 得 , 都 — — 即 係 其 實 自 己 比 較 多 , 就 係 ,",都 有 都 分佈 得 都 即係 其實 自己 比較 多 就係,"都 有 , 都 分 佈 得 , 都 — — 即 係 其 實 自 己 比 較 多 , 就 係 ,",都 有 都 分佈 得 都 即係 其實 自己 比較 多 就係
轉 曬 全 部 定 係 正 係 轉 中 間 — —,轉 曬 全部 定係 正 係 轉 中間,轉 曬 全 部 定 係 正 係 轉 中 間 — —,轉 曬 全部 定係 正 係 轉 中間
轉 曬 全 部 定 係 正 係 轉 中 間 — —,轉 曬 全部 定係 正 係 轉 中間,轉 曬 全 部 定 係 正 係 轉 中 間 — —,轉 曬 全部 定係 正 係 轉 中間
"道 教 思 想 咁 樣 , 我 就 識 得 節 — — 起 碼 知 道 咩 叫 做 節 氣 呀 , 咁 樣 ,",道教 思想 咁 樣 我 就識 得 節 起碼 知道 咩叫 做節 氣 呀 咁 樣,"道 教 思 想 咁 樣 , 我 就 識 得 節 — — 起 碼 知 道 咩 叫 做 節 氣 呀 , 咁 樣 , 舊 曆 呀 , 或 者 , 知 道 乜 嘢 叫 做 五 行 啦 , 即 係 嗰 類 囉 . 咁 或 者 咩 叫 做 ,",道教 思想 咁 樣 我 就識 得 節 起碼 知道 咩叫 做節 氣 呀 咁 樣 舊曆 呀 或者 知道 乜嘢 叫做 五行 啦 即係 嗰 類 囉 咁 或者 咩叫 做
"道 教 思 想 咁 樣 , 我 就 識 得 節 — — 起 碼 知 道 咩 叫 做 節 氣 呀 , 咁 樣 ,",道教 思想 咁 樣 我 就識 得 節 起碼 知道 咩叫 做節 氣 呀 咁 樣,"道 教 思 想 咁 樣 , 我 就 識 得 節 — — 起 碼 知 道 咩 叫 做 節 氣 呀 , 咁 樣 , 舊 曆 呀 , 或 者 , 知 道 乜 嘢 叫 做 五 行 啦 , 即 係 嗰 類 囉 . 咁 或 者 咩 叫 做 ,",道教 思想 咁 樣 我 就識 得 節 起碼 知道 咩叫 做節 氣 呀 咁 樣 舊曆 呀 或者 知道 乜嘢 叫做 五行 啦 即係 嗰 類 囉 咁 或者 咩叫 做
"— 喺 ,",喺,"— 喺 ,",喺
唔 一 定 香 港 — 有 啲 人 係 廣 州 人 或 者 係 馬 來 西 亞 :,唔 一定 香港 有啲 人 係 廣州 人 或者 係 馬來西亞,唔 一 定 香 港 — 有 啲 人 係 廣 州 人 或 者 係 馬 來 西 亞 : :,唔 一定 香港 有啲 人 係 廣州 人 或者 係 馬來西亞
"我 — 我 係 嚟 嗰 陣 時 ,",我 我 係 嚟 嗰陣時,"我 — 我 係 嚟 嗰 陣 時 ,",我 我 係 嚟 嗰陣時
哦 用 英 文 睇 聽 唔 聽 到 佢 係 香 — 香 港 人 .,哦 用 英文 睇 聽 唔 聽到 佢 係 香 香港人,哦 用 英 文 睇 聽 唔 聽 到 佢 係 香 — 香 港 人 .,哦 用 英文 睇 聽 唔 聽到 佢 係 香 香港人
我 — 我 六 七 年 冇 返 去 .,我 我 六 七 年 冇 返去,我 — 我 六 七 年 冇 返 去 .,我 我 六 七 年 冇 返去
"非 — 有 ,",非 有,"非 — 有 ,",非 有
"用 — 如 果 同 中 國 人 或 者 台 灣 人 呀 ,",用 如果 同 中國人 或者 台灣 人 呀,"用 — 如 果 同 中 國 人 或 者 台 灣 人 呀 ,",用 如果 同 中國人 或者 台灣 人 呀
"好 認 同 佢 哋 自 — 佢 國 家 ,",好認 同 佢哋 自 佢 國家,"好 認 同 佢 哋 自 — 佢 國 家 ,",好認 同 佢哋 自 佢 國家
我 讀 過 一 — 一 個,我 讀過 一 一個,我 讀 過 一 — 一 個,我 讀過 一 一個
"— 好 愛 國 咯 ,   或 者 好 : :",好 愛國 咯 或者 好,"— 好 愛 國 咯 ,   或 者 好 : :",好 愛國 咯 或者 好
"我 — 我 係 ,",我 我 係,"我 — 我 係 ,",我 我 係
我 諗 都 —,我 諗 都,我 諗 都 —,我 諗 都
嗰 啲 — 你 話 同,嗰啲 你 話 同,嗰 啲 — 你 話 同,嗰啲 你 話 同
係 呀 —,係 呀,係 呀 —,係 呀
難 講 有 啲 人 英 文 比 較 好 啲 可 能 啲 英 —,難講 有啲 人 英文 比較 好 啲 可能 啲 英,好 難 講 有 啲 人 英 文 比 較 好 啲 可 能 啲 英 —,好 難講 有啲 人 英文 比較 好 啲 可能 啲 英
係 呀 全 部 都 係 好 — 係 你,係 呀 全部 都 係 好 係 你,係 呀 全 部 都 係 好 — 係 你,係 呀 全部 都 係 好 係 你
我 — 我 會 接 受 中 國 人 .,我 我 會 接受 中國人,我 — 我 會 接 受 中 國 人 .,我 我 會 接受 中國人
但 係 —,但係,但 係 —,但係
咁 就 有 住 過 —,咁 就 有 住 過,咁 就 有 住 過 —,咁 就 有 住 過
"我 就 住 , 遠 — 有 ,",我 就住 遠 有,"我 就 住 , 遠 — 有 ,",我 就住 遠 有
"暫 — 暫 時 冇 喎 ,",暫 暫時 冇喎,"暫 — 暫 時 冇 喎 ,",暫 暫時 冇喎
我 仲 係 —,我 仲係,我 仲 係 —,我 仲係
"用 話 — 用 ,",用 話 用,"用 話 — 用 ,",用 話 用
"個 — 講 聽 唔 聽 得 出 佢 ,",個 講 聽 唔 聽 得 出 佢,"個 — 講 聽 唔 聽 得 出 佢 ,",個 講 聽 唔 聽 得 出 佢
所 以 會 — 會 有,所以 會 會 有,所 以 會 — 會 有,所以 會 會 有
所 以 就 —,所以 就,所 以 就 —,所以 就
大 部 份 —,大部份,大 部 份 —,大部份
"即 係 唔 使 咁 – 係 囉 ,",即係 唔使 咁 係 囉,"即 係 唔 使 咁 – 係 囉 ,",即係 唔使 咁 係 囉
--,,"或 者 - - . . .   所 以 我 會 好 - -   聽 廣 東 話 好 多 ,   因 為 我 越 聽 嘅 能 力 就 會 ,",或者 所以 我 會 好 聽 廣東話 好多 因為 我 越 聽 嘅 能力 就 會
--,,"或 者 - - . . .   所 以 我 會 好 - -   聽 廣 東 話 好 多 ,   因 為 我 越 聽 嘅 能 力 就 會 ,",或者 所以 我 會 好 聽 廣東話 好多 因為 我 越 聽 嘅 能力 就 會
--,,"都 會 係 噉 樣 做 我 啲 業 績 ,   我 啲 經 理 都 係 有 個 好 - -   好 "" "" 驚 躁 正 好 正 常 嘅 習 慣 啦 ,   就 係 撈 埋 一 齊 撈 埋 一 碟 嘅 .  ",都 會 係噉 樣 做 我 啲 業績 我 啲 經理 都 係 有 個 好 好 驚 躁 正好 正常 嘅 習慣 啦 就係 撈埋 一齊 撈埋 一 碟 嘅
--,,"因 為 我 都 有 啲 朋 友 呢 ,   佢 哋 係 好 似 我 噉 樣 呢 真 係 去 咗 美 國 嘅 時 候 ,   就 會 即 刻 即 係   我 會 見 到 啲   朋 友 一 兩 個 啦 ,   一 去 咗 美 國 時 之 後 就 會 好 唔 - -   會 講 返 ,   佢 幾 唔 鐘 意 香 港 ,   覺 得 香 港 好 . . .   好 悶 啊 ,   將 會 往 好 恨 呢 個 城 市 囉 .",因為 我 都 有啲 朋友 呢 佢哋 係 好似 我 噉樣 呢 真係 去 咗 美國 嘅 時候 就 會 即刻 即係 我 會見 到 啲 朋友 一兩個 啦 一 去 咗 美國 時 之後 就 會 好 唔 會 講返 佢 幾 唔 鐘意 香港 覺得 香港 好 好 悶 啊 將會 往 好 恨 呢個 城市 囉
--,,"你 即 係 - -   係 囉 ,   係 要 住 同 埋 住 嘅 時 候 ,   要 喜 歡 囉 .",你 即係 係 囉 係 要 住 同埋 住 嘅 時候 要 喜歡 囉
--,,"即 係 廣 東 話 嘅 時 候 ,   我 就 會 成 日 都 要 - -   要 覺 得 自 己 係 砌 低 啲 嘅 ,   即 係 話 我 唔 係 替 - -   我 唔 可 以 噉 . . .   噉",即係 廣東話 嘅 時候 我 就 會 成日 都 要 要 覺得 自己 係 砌低 啲 嘅 即係 話 我 唔係 替 我 唔 可以 噉 噉
--,,"即 係 廣 東 話 嘅 時 候 ,   我 就 會 成 日 都 要 - -   要 覺 得 自 己 係 砌 低 啲 嘅 ,   即 係 話 我 唔 係 替 - -   我 唔 可 以 噉 . . .   噉",即係 廣東話 嘅 時候 我 就 會 成日 都 要 要 覺得 自己 係 砌低 啲 嘅 即係 話 我 唔係 替 我 唔 可以 噉 噉
--,,"返 工 嘅 時 候 - -   喺 香 港 嘅 時 候 ,   我 啲",返工 嘅 時候 喺 香港 嘅 時候 我 啲
--,,"澳 門 香 港 同 埋 - -   咪 ,   澳 門 香 港 同 埋 - -   係 啦 ,   即 澳 門 同 香 港 除 咗 呢 度 之 外 ,   你 要 喺 . . .",澳門 香港 同埋 咪 澳門 香港 同埋 係 啦 即 澳門 同 香港 除咗 呢度 之外 你 要 喺
--,,"澳 門 香 港 同 埋 - -   咪 ,   澳 門 香 港 同 埋 - -   係 啦 ,   即 澳 門 同 香 港 除 咗 呢 度 之 外 ,   你 要 喺 . . .",澳門 香港 同埋 咪 澳門 香港 同埋 係 啦 即 澳門 同 香港 除咗 呢度 之外 你 要 喺
--,,"然 之 後 跟 住 - -   但 我 講 的 太 快 ,   @ @ @   只 不 過 我 講 的 好 快 .   ,   係 嘞 .",然之後 跟住 但 我 講 的 太快 只不過 我 講 的 好 快 係 嘞
--,,"啫 我 啲 中 文 真 係 好 ( 即 ) - -   好 好 笑 ,   因 為 我 啲 中 文 呢 ,   嗰 啲 所 有 的 句 子 呢 係 完 全 - -   啫 係 我 啱 啱 - -   我 啱 啱 好 就 今 日 呢 ,",啫 我 啲 中文 真係 好 即 好好 笑 因為 我 啲 中文 呢 嗰啲 所有 的 句子 呢 係 完全 啫 係 我 啱啱 我 啱啱好 就 今日 呢
--,,"啫 我 啲 中 文 真 係 好 ( 即 ) - -   好 好 笑 ,   因 為 我 啲 中 文 呢 ,   嗰 啲 所 有 的 句 子 呢 係 完 全 - -   啫 係 我 啱 啱 - -   我 啱 啱 好 就 今 日 呢 ,",啫 我 啲 中文 真係 好 即 好好 笑 因為 我 啲 中文 呢 嗰啲 所有 的 句子 呢 係 完全 啫 係 我 啱啱 我 啱啱好 就 今日 呢
--,,"啫 我 啲 中 文 真 係 好 ( 即 ) - -   好 好 笑 ,   因 為 我 啲 中 文 呢 ,   嗰 啲 所 有 的 句 子 呢 係 完 全 - -   啫 係 我 啱 啱 - -   我 啱 啱 好 就 今 日 呢 ,",啫 我 啲 中文 真係 好 即 好好 笑 因為 我 啲 中文 呢 嗰啲 所有 的 句子 呢 係 完全 啫 係 我 啱啱 我 啱啱好 就 今日 呢
--,,但 係 佢 哋 先 - -   佢 哋 係 要 - -   佢 哋 係 要 - -,但係 佢哋 先 佢哋 係 要 佢哋 係 要
--,,但 係 佢 哋 先 - -   佢 哋 係 要 - -   佢 哋 係 要 - -,但係 佢哋 先 佢哋 係 要 佢哋 係 要
--,,但 係 佢 哋 先 - -   佢 哋 係 要 - -   佢 哋 係 要 - -,但係 佢哋 先 佢哋 係 要 佢哋 係 要
--,,"係 嘞 ,   如 果 佢 覺 得 - -   係 嘞 ,   如 果 佢 認 同 - -   係 嘞 ,   佢 自 己 要 認 同 囉 ,   係 .",係 嘞 如果 佢 覺得 係 嘞 如果 佢 認同 係 嘞 佢 自己 要 認同 囉 係
--,,"係 嘞 ,   如 果 佢 覺 得 - -   係 嘞 ,   如 果 佢 認 同 - -   係 嘞 ,   佢 自 己 要 認 同 囉 ,   係 .",係 嘞 如果 佢 覺得 係 嘞 如果 佢 認同 係 嘞 佢 自己 要 認同 囉 係
--,,"尤 其 係 一   啲 你   喜 歡 嘅 回 憶 喺 呢 個 城 市 裏 面 年 曆 嚟 呢 ,   你 長 大 咗 你 哋 喺 呢 度 長 大 ,   嘅 住 ,   噉 係 - -   噉 係 香 港 人 囉 .",尤其 係 一啲 你 喜歡 嘅 回憶 喺 呢個 城市 裏面 年曆 嚟 呢 你 長大 咗 你哋 喺 呢度 長大 嘅 住 噉 係 噉 係 香港人 囉
--,,"我 會 身 處 香 港 人 就 會 ,   對 我 哋 嘅 . . . - -   如 果",我 會 身處 香港人 就 會 對 我哋 嘅 如果
--,,"要 係 講 即 係 洩 - -   無 得 蝕 ,   你 唔 會 蝕 - -",要 係 講 即係 洩 無 得 蝕 你 唔會 蝕
--,,"要 係 講 即 係 洩 - -   無 得 蝕 ,   你 唔 會 蝕 - -",要 係 講 即係 洩 無 得 蝕 你 唔會 蝕
--,,"噉 佢 話 真 係 係 嘞 ,   噉 即 - -   呢 個 先 係 即 係 會 - -   會 正 中 啲 嘅 ,   即 係 或 者 係 正 確 啲 ,   係 咪 ( x x x ) 兩 個 都 未 - -   係 囉 .  ",噉 佢 話 真係 係 嘞 噉 即 呢個 先 係 即係 會 會 正中 啲 嘅 即係 或者 係 正確 啲 係咪 兩 個 都 未 係 囉
--,,"噉 佢 話 真 係 係 嘞 ,   噉 即 - -   呢 個 先 係 即 係 會 - -   會 正 中 啲 嘅 ,   即 係 或 者 係 正 確 啲 ,   係 咪 ( x x x ) 兩 個 都 未 - -   係 囉 .  ",噉 佢 話 真係 係 嘞 噉 即 呢個 先 係 即係 會 會 正中 啲 嘅 即係 或者 係 正確 啲 係咪 兩 個 都 未 係 囉
--,,"噉 佢 話 真 係 係 嘞 ,   噉 即 - -   呢 個 先 係 即 係 會 - -   會 正 中 啲 嘅 ,   即 係 或 者 係 正 確 啲 ,   係 咪 ( x x x ) 兩 個 都 未 - -   係 囉 .  ",噉 佢 話 真係 係 嘞 噉 即 呢個 先 係 即係 會 會 正中 啲 嘅 即係 或者 係 正確 啲 係咪 兩 個 都 未 係 囉
--,,係 : : - -,係
--,,即 係 裔 - -   美 - -   美,即係 裔 美 美
--,,即 係 裔 - -   美 - -   美,即係 裔 美 美
--,,"聽 - -   佢 哋 係 要 睇 佢 自 己 嘅 靚 翻 譯 ,   即 係 花 一 多 多 一 秒 翻 譯 無 得 輸",聽 佢哋 係 要睇 佢 自己 嘅 靚 翻譯 即係 花 一 多多 一 秒 翻譯 無 得 輸
--,,"舒 服 囉 , 因 為 我 都 噉 樣 做 ,   所 以 就 會 好 - -   對 我 嚟 講 係 好 舒 服 嘅 .",舒服 囉 因為 我 都 噉樣 做 所以 就 會 好 對 我 嚟講 係 好 舒服 嘅
--,,同 埋 . . .   係 - -   即 係 呢 個 就 係 我 嘅 空 間 囉 .,同埋 係 即係 呢個 就係 我 嘅 空間 囉
--,,"講 英 文 - -   即 係 國 際 學 校 ,   華 僑 . . . 人 囉 ,   我 會 成 日 覺 得 .",講 英文 即係 國際學校 華僑 人 囉 我 會 成日 覺得
--,,呢 個 地 方 係 - -   . . .   真 正 香 港 人 .,呢個 地方 係 真正 香港人
--,,點 樣 - -   即 係 所 有 嘢 . . .   撈 埋 一 齊 噉 樣 .,點樣 即係 所有 嘢 撈埋 一齊 噉樣
--,,"因 為 ,   我 表 得 嗰 樣 嘢 開 始 好 唔 容 易 喇 ,   因 如 果 中 文 譯 嚟 講 呢 ,   我 係 . . .   會 - -   我 - -   我 係 真 係 要 轉 返 英 文 台 ,   因 為 我 講 - -   因 為 通 - -   通 常 係 我 自 己 解 釋 唔 到 - -   即 係 我 ,",因為 我 表 得 嗰樣 嘢 開始 好 唔 容易 喇 因 如果 中文 譯 嚟講 呢 我 係 會 我 我 係 真係 要 轉 返 英文 台 因為 我 講 因為 通 通常 係 我 自己 解釋 唔 到 即係 我
--,,"因 為 ,   我 表 得 嗰 樣 嘢 開 始 好 唔 容 易 喇 ,   因 如 果 中 文 譯 嚟 講 呢 ,   我 係 . . .   會 - -   我 - -   我 係 真 係 要 轉 返 英 文 台 ,   因 為 我 講 - -   因 為 通 - -   通 常 係 我 自 己 解 釋 唔 到 - -   即 係 我 ,",因為 我 表 得 嗰樣 嘢 開始 好 唔 容易 喇 因 如果 中文 譯 嚟講 呢 我 係 會 我 我 係 真係 要 轉 返 英文 台 因為 我 講 因為 通 通常 係 我 自己 解釋 唔 到 即係 我
--,,"因 為 ,   我 表 得 嗰 樣 嘢 開 始 好 唔 容 易 喇 ,   因 如 果 中 文 譯 嚟 講 呢 ,   我 係 . . .   會 - -   我 - -   我 係 真 係 要 轉 返 英 文 台 ,   因 為 我 講 - -   因 為 通 - -   通 常 係 我 自 己 解 釋 唔 到 - -   即 係 我 ,",因為 我 表 得 嗰樣 嘢 開始 好 唔 容易 喇 因 如果 中文 譯 嚟講 呢 我 係 會 我 我 係 真係 要 轉 返 英文 台 因為 我 講 因為 通 通常 係 我 自己 解釋 唔 到 即係 我
--,,"因 為 ,   我 表 得 嗰 樣 嘢 開 始 好 唔 容 易 喇 ,   因 如 果 中 文 譯 嚟 講 呢 ,   我 係 . . .   會 - -   我 - -   我 係 真 係 要 轉 返 英 文 台 ,   因 為 我 講 - -   因 為 通 - -   通 常 係 我 自 己 解 釋 唔 到 - -   即 係 我 ,",因為 我 表 得 嗰樣 嘢 開始 好 唔 容易 喇 因 如果 中文 譯 嚟講 呢 我 係 會 我 我 係 真係 要 轉 返 英文 台 因為 我 講 因為 通 通常 係 我 自己 解釋 唔 到 即係 我
--,,"因 為 ,   我 表 得 嗰 樣 嘢 開 始 好 唔 容 易 喇 ,   因 如 果 中 文 譯 嚟 講 呢 ,   我 係 . . .   會 - -   我 - -   我 係 真 係 要 轉 返 英 文 台 ,   因 為 我 講 - -   因 為 通 - -   通 常 係 我 自 己 解 釋 唔 到 - -   即 係 我 ,",因為 我 表 得 嗰樣 嘢 開始 好 唔 容易 喇 因 如果 中文 譯 嚟講 呢 我 係 會 我 我 係 真係 要 轉 返 英文 台 因為 我 講 因為 通 通常 係 我 自己 解釋 唔 到 即係 我
--,,"所 以 就 會 好 - -   我 會 細 心 啲 嘅 ,   如 果 講 動 畫 嚟 講 ,   唔 係 真 係 有 少 少 唔 同 嘅 .  ",所以 就 會 好 我 會 細心 啲 嘅 如果 講 動畫 嚟講 唔係 真係 有少少 唔同 嘅
--,,"嘅 時 候 ,   我 會 好 掙 扎 ,   因 為 ,   我 反 而 呢 ,   即 唔 係 幾 識 得 得 嗰 啲 名 同 埋 點 樣 ,   稱 呼 嗰 啲 ,   嗰 啲 東 西 ,   但 係 我 會 - -   我 會 ,   對 呢 啲 嘢 多 啲 ,   歸 屬 感 囉 .",嘅 時候 我 會 好 掙扎 因為 我 反而 呢 即 唔係 幾 識得 得 嗰啲 名 同埋 點樣 稱呼 嗰啲 嗰啲 東西 但係 我 會 我 會 對 呢啲 嘢 多 啲 歸屬感 囉
--,,即 係 一 個 真 正 嘅 中 國 人 唔 係 一 定 係 - -   即 係 講 - -   即 係,即係 一個 真正 嘅 中國人 唔係 一定 係 即係 講 即係
--,,即 係 一 個 真 正 嘅 中 國 人 唔 係 一 定 係 - -   即 係 講 - -   即 係,即係 一個 真正 嘅 中國人 唔係 一定 係 即係 講 即係
--,,"即 係 我 要 叫 有 落 喺 小 巴 上 面 即 噉 ,   如 果 你 唔 知 道 噉 你 點 樣 喺 小 巴 上 面 去 - -",即係 我 要 叫 有落 喺 小巴 上面 即 噉 如果 你 唔知 道 噉 你 點樣 喺 小巴 上面 去
--,,"但 係 @ - -   但 係 即 係 佢 無 得 輸 ,   即 係 我 哋 要 唔 應 該",但係 但係 即係 佢 無 得 輸 即係 我哋 要 唔 應該
--,,"係 ,   即 係 會 唔 會 - -   會 唔 會 稱 為 自 己 係 ,",係 即係 會 唔會 會 唔會 稱 為 自己 係
--,,"一 個 - -   會 唔 會 加 上 一 個 美 國 入 面 ,   去 : :",一個 會 唔會 加上 一個 美國 入面 去
--,,"啫 歪 歪 地 ,   同 埋 我 - -   啫 係 我 啲 同 事 成 日 ( 串 ) 我 話 我",啫 歪 歪 地 同埋 我 啫 係 我 啲 同事 成日 串 我 話 我
